country,species,area,environment,unit,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Madagascar,Giant tiger prawn,"Indian Ocean, Western",Marine,USD 1000,...,...,...,...,...,0,90,415.72,160.8,4131.7,2162.4,7675,13337.5,13623.5,13706,17430,24000,26995,36565,35035,31215,33630,42315,42285,40000,16300,20000,40079.43,29347.27,36447.71,29195.07
Madagascar,Indo-Pacific swamp crab,"Indian Ocean, Western",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,25,25,25,25,25,25,25,25
Madagascar,Sea cucumbers nei,"Indian Ocean, Western",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4,4,4,4,4,4,4,4,4
Malaysia,Banana prawn,"Indian Ocean, Eastern",Brackishwater,USD 1000,5.04,20,0,0,10,0,66.51,63.31,800.15,18.26,17.02,0,41.09,18.39,0,8.48,0,180.69,164.78,173.85,1108.15,40707.54,52738.61,51323.41,89738.27,...,...,...,...,...,...
Malaysia,Banana prawn,"Pacific, Western Central",Brackishwater,USD 1000,0,10,5,595,750,366.45,971.08,962.36,347.54,502.17,570.27,641.07,873.26,1259.66,1131.5,3851.64,3036.97,4803.47,3804.01,4645.96,29542.68,6413.7,11158.56,26728.68,68928.66,...,...,...,...,...,...
Malaysia,Barramundi(=Giant seaperch),"Indian Ocean, Eastern",Brackishwater,USD 1000,211.71,941.2,1324.04,1938,2709,2472.44,4151,5299.02,8621.1,12731.71,9985.4,9428.29,10015.15,12874.07,21860.02,11135.14,5315.83,7117.44,6870.02,7826.75,7438.2,6802.74,9112.29,12341.38,23472.88,30885.8,48583.12,57167.21,61520.42,52177.11,110086.77
Malaysia,Barramundi(=Giant seaperch),"Pacific, Western Central",Brackishwater,USD 1000,0,134,1846.1,2116.6,1725.5,1003.44,1245.58,1736.31,2097.54,2014.49,1836.29,2094.6,2222.78,3314.85,4865.14,5069.91,6023.72,5482.35,5475,5138.8,4884.88,5636.3,8283.32,8665.22,22815.96,21520.12,32206.33,23517.27,35905.53,18398.67,16705.22
Malaysia,Blood cockle,"Indian Ocean, Eastern",Marine,USD 1000,17727.64,12600.42,12333.97,12217.5,10405.8,7205.94,3800.01,6100.15,5619.44,9989.82,13023.99,15421.6,15658.48,14807.15,16035.84,16176.1,13335.1,14709.39,26120.77,14889.59,14203.63,18543.87,15093.74,20179.52,28949.34,28172.61,27383.78,23317.02,21777.49,22399.49,23110.63
Malaysia,Blood cockle,"Pacific, Western Central",Marine,USD 1000,75.6,24.25,55.62,20.7,54.3,269.8,451.12,173.44,56.47,281.5,162.89,171.99,35.19,20.31,15.71,15.8,52.6,12.89,185.82,72,68.75,473.84,224.03,34.22,50.16,34.31,29.59,659.3,38.86,38.11,19.5
Malaysia,Cupped oysters nei,"Indian Ocean, Eastern",Marine,USD 1000,0,0,0,0,0,0,0,304.92,23.19,18.32,35.56,43.33,50.58,55.56,29.62,29.85,44.31,48.77,75.16,50.6,35.17,7.49,14.7,14.54,19.72,3.69,10.57,47.93,57.2,25.61,42.58
Malaysia,Cupped oysters nei,"Pacific, Western Central",Marine,USD 1000,0,0,0,0,0,0,0,0,104.34,117.24,51.36,59.09,185.45,728.45,776.63,339.56,402.6,395.17,593.22,281.53,317.87,458.38,340.12,881.94,432.11,3422.56,1196.8,1604.71,1042.35,1040.78,1495.95
Malaysia,Elkhorn sea moss,"Pacific, Western Central",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1894.74,1894.75,2526.34,3868.45,1505.14,2331.24,3753.63,6367.77,7551.74,16781.51,21918.6,23615.7,25671.5,63751.93
Malaysia,Giant tiger prawn,"Indian Ocean, Eastern",Brackishwater,USD 1000,354,684,182.33,390,468,661.55,552.49,1149.89,7213.57,14099.68,21192.44,24408.55,32479.77,35077.02,33406.62,30949.51,39543.56,64191.68,64173.23,69742.02,70653.08,35578.46,25694.42,27679.83,29617.36,27444.67,31047.25,22215.44,19713.38,27834.22,32500.43
Malaysia,Giant tiger prawn,"Pacific, Western Central",Brackishwater,USD 1000,0,0,1446.46,3450,6162,12209.2,13812.37,20053.42,10955.61,11552.1,22451.48,27974.63,34221.31,41363.48,38909.68,55407.35,81996.57,134280.58,99951.82,90461.96,91646.44,94623.8,78418.53,47484.94,58042.73,71985.81,84514.29,29729.35,26620.5,3779.56,2588.92
Malaysia,Greasy grouper,"Indian Ocean, Eastern",Brackishwater,USD 1000,45.33,103.23,77.85,606,544.5,452.96,476.82,674.37,1029.44,5924.31,6279.54,6107.66,6254.17,3999.46,549.18,1087.62,2336.23,2741.5,3591.13,7950.32,9190.3,6867.41,13939.82,14501.52,...,...,...,...,...,...,...
Malaysia,Greasy grouper,"Pacific, Western Central",Brackishwater,USD 1000,0,12.39,435.96,36,112.5,50.66,253.63,411.72,119.7,4351.3,4350.01,4799.81,5656.55,6308.83,838.7,3190.65,4581.51,3586.36,4512.09,5191.64,5998.3,6709.05,10011.68,17480.87,...,...,...,...,...,...,...
Malaysia,Green mussel,"Indian Ocean, Eastern",Marine,USD 1000,...,...,7.2,23.5,31,54.5,26.16,40.91,5.11,4.51,8.85,6.97,32.91,31.82,1.22,4.33,29.21,1.52,3.89,5.06,7.12,28.84,24.45,35.2,41.59,48.4,23.62,15.61,1.15,0,1.83
Malaysia,Green mussel,"Pacific, Western Central",Marine,USD 1000,...,...,104.85,279,653,721,330.63,385.39,241.15,179.19,138.96,157.44,193.77,297.26,149.69,1203.27,1427.25,867.54,2249.23,744.87,845.79,2496.39,2716.69,2219.08,5735.57,7085.2,7913.4,2128.55,2074.13,962.63,1618.77
Malaysia,Groupers nei,"Indian Ocean, Eastern",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,11017.45,17167.94,22915.6,37411.16,33478.86,27376.51,56490.28
Malaysia,Groupers nei,"Pacific, Western Central",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,25165.92,11016,15031.88,23708.31,23768.68,20196.6,25490.6
Malaysia,Indo-Pacific swamp crab,"Indian Ocean, Eastern",Brackishwater,USD 1000,3.2,80.5,39.91,66.4,122.5,146.64,161.51,207.35,100.85,51.02,76.85,158.25,1330.66,1093.81,1169.36,520.72,696.31,962.22,877,763.89,651.3,448.57,428.83,335.88,298.61,49.49,29.97,69.36,94.73,47.54,24.76
Malaysia,Indo-Pacific swamp crab,"Pacific, Western Central",Brackishwater,USD 1000,0,3.5,19.95,106.24,224,79.56,296.5,86.65,137.83,488.34,501.26,1230.37,342.55,89.73,92.89,79.86,46.2,8.87,8.54,31.18,27.3,14.29,12.52,3.95,13.17,4.45,7.24,38.16,137.24,28.62,191.72
Malaysia,John's snapper,"Indian Ocean, Eastern",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,9017.61,9811.26,12593.21,16368.58,12969.86,14471.26,32967.46
Malaysia,John's snapper,"Pacific, Western Central",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,9802.67,1729.58,1473.14,2457.85,2105.39,2663.94,3947.45
Malaysia,Mangrove red snapper,"Indian Ocean, Eastern",Brackishwater,USD 1000,4.29,20.06,118.35,268,492,134.4,229.26,305.47,961.61,3092.5,5205.16,6627.86,6523.37,4013.57,2481.73,1170.64,7323.43,4498.42,2239,4484.26,7560.28,14861.91,21557.52,23138.55,11158.57,11890.66,14166.48,21599.09,21176.49,27308.35,56044.83
Malaysia,Mangrove red snapper,"Pacific, Western Central",Brackishwater,USD 1000,0,0,0,20,0,38.64,1008.17,99.28,183.54,965.1,1493.95,2295.78,2984.55,2701.44,1973.27,3410.88,2686.66,3050.53,2879.69,4069.66,6861.4,10323.81,14089.58,13929.42,5828.72,6784.62,9036.72,10354.09,5553.76,5012.68,6970.54
Malaysia,Marine fishes nei,"Indian Ocean, Eastern",Brackishwater,USD 1000,5.12,136.97,11.63,0,0,12,0,0,668.98,2561.16,3529.4,1414.55,1627.78,3364.74,2769.57,1273.2,835.32,4001.43,4597.14,11674.93,3880,2620.32,2418.6,4888.52,1595.94,2122.12,3188.08,3203.08,14809.58,6879.09,9500
Malaysia,Marine fishes nei,"Pacific, Western Central",Brackishwater,USD 1000,0,0,0,2.4,2.4,4.8,116.7,169.88,6.72,616.67,1258.2,1047.24,521.23,2450.16,2133.59,2077.54,3932.79,1359.53,1724.22,5869.21,1952,3057.82,4655.81,11386.52,4706.09,16185.73,21527.99,9225.1,439.07,24697.88,21981.37
Malaysia,Sandfish,"Pacific, Western Central",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,977.8,578.63
Malaysia,Seaweeds nei,"Pacific, Western Central",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6858.46,1824.69,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Malaysia,Snappers nei,"Indian Ocean, Eastern",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,284.73,196.56,564.45
Malaysia,Spiny eucheuma,"Pacific, Western Central",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,90.84,91.68,105.26,203.69,79.22,122.7,186.33,318.27,332.56,662.2,...,...,...,...
Malaysia,Tilapias nei,"Pacific, Western Central",Brackishwater,USD 1000,...,...,...,0,0,0,0,0,0,57.81,159.67,158.62,315.33,36.79,92.39,...,255.27,352.5,337.74,287.43,340.56,334.9,226.02,317.3,261.71,821.95,514.27,741.99,1968.15,3530.69,9664.72
Malaysia,Whiteleg shrimp,"Indian Ocean, Eastern",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,89018.71,113555.34,111860.41,91313.2,63713.29,151037.25
Malaysia,Whiteleg shrimp,"Pacific, Western Central",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,76488.81,124925.11,129137.09,141619.73,73794.75,180102.11
Malta,Atlantic bluefin tuna,Mediterranean and Black Sea,Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11684.64,18428.7,25700.4,11956.2,19086.97,28434.04,20785.15,46551.76,34980.8
Malta,European eel,Mediterranean and Black Sea,Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,European seabass,Mediterranean and Black Sea,Marine,USD 1000,...,...,...,...,...,...,...,1200,3150,3600,3150,3150,4309.74,4298.4,443.2,340,671.58,544.88,208,1015.56,1632.5,2157.96,1928.66,1513.76,1875.82,1126.01,1090.87,80.8,1067.46,922.66,1305.32
Malta,Gilthead seabream,Mediterranean and Black Sea,Marine,USD 1000,...,...,...,...,...,...,...,400,1350,2250,4950,4950,5809.44,6037.2,10116.7,8168.5,4339.44,2535.16,3539.12,3525.36,4695.76,3207.6,5540.17,6593.03,7760.2,9013.94,9361.37,6727.11,14193.97,14529.36,15917.82
Malta,Marine fishes nei,Mediterranean and Black Sea,Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,201.7,737.66,237.98,484.34,849.64,2253.14,2880.56,1916.75,3881
Malta,Nile tilapia,Mediterranean and Black Sea,Brackishwater,USD 1000,...,...,...,...,...,...,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,Sabaki tilapia,Mediterranean and Black Sea,Brackishwater,USD 1000,...,...,...,...,...,...,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,Turbot,Mediterranean and Black Sea,Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marshall Islands,Sixfinger threadfin,"Pacific, Western Central",Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,2.75
Martinique,Cobia,"Atlantic, Western Central",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,8.7,8.72,13.18,47.97,133.93,121.87,69.66,24.35,0,0,0
Martinique,Marine fishes nei,"Atlantic, Western Central",Marine,USD 1000,...,...,...,99.94,0,15.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martinique,Red drum,"Atlantic, Western Central",Marine,USD 1000,...,...,...,9.99,0,23.54,19.52,88.95,149.12,97.23,119.12,77.2,107.54,113.22,186.45,203.64,135.28,159.43,373.03,614.38,703.09,566.82,652.94,411.19,397.36,376.06,453.8,292.2,308.54,358.6,470.41
Martinique,Tilapias nei,"America, North - Inland waters",Brackishwater,USD 1000,...,...,...,...,...,...,82.86,56.93,153.86,228.92,144.38,77,23.46,0,0,0,0,0,0,0,...,...,...,...,...,...,...,...,...,...,...
Mauritius,European seabass,"Indian Ocean, Western",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,27.89,26.64,26.06,1189.12
Mauritius,Giant tiger prawn,"Indian Ocean, Western",Marine,USD 1000,...,...,...,...,...,9.19,9.44,26.91,17.92,7.98,15.68,24.36,20.16,8.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,Goldlined seabream,"Indian Ocean, Western",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5.88
Mauritius,Hooded oyster,"Indian Ocean, Western",Marine,USD 1000,1.75,12.46,14.27,14.92,16.7,19.7,18,20.51,32,31.92,67.2,78.3,44.8,29.4,19.6,15.88,7.63,15.45,20.03,16.14,10.93,20.35,14.21,4.8,21.19,23.52,19.51,31.37,34.97,34.2,34.3
Mauritius,Indo-Pacific swamp crab,"Indian Ocean, Western",Marine,USD 1000,8.01,7.14,8.17,8.55,8.95,7.88,18.89,17.94,28.8,25.65,42,43.5,67.2,29.4,45.08,35.74,11.44,24.03,11.68,25.11,27.32,25.44,23.69,12,14.12,15.05,13,20.91,16.65,16.29,16.33
Mauritius,Marine fishes nei,"Indian Ocean, Western",Marine,USD 1000,23.3,20.76,16.35,17.09,18.04,23.63,21.58,24.61,34.56,78.66,109.76,162.4,80.64,36.75,15.68,4.77,3.24,3.09,6.68,3.59,...,14.25,8.84,4.48,56.85,5.64,5.85,6.97,5.99,5.86,...
Mauritius,Red drum,"Indian Ocean, Western",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1900.19,1997.21,2364.71,892.52,1112.28,1863.35,2916.65,2861,2589.44,1993.57,3463.46
Mauritius,Spinefeet(=Rabbitfishes) nei,"Indian Ocean, Western",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5.88
Mauritius,Tilapias nei,"Indian Ocean, Western",Marine,USD 1000,...,...,...,...,...,...,...,...,...,34.2,18.82,24.36,7.84,7.35,6.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mayotte,Cobia,"Indian Ocean, Western",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,26.16,26.37,28.78,10.3,...,...,...,...,...,...
Mayotte,Goldlined seabream,"Indian Ocean, Western",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,42.24,...,...,...,...,...,...
Mayotte,Mangrove red snapper,"Indian Ocean, Western",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,13.08,13.18,...,0,0,0,0,0,0,0
Mayotte,Marine fishes nei,"Indian Ocean, Western",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,250.7,119.42,83.48,...,...,...
Mayotte,Red drum,"Indian Ocean, Western",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1204.73,739.77,849.61,690.86,959.83,903.9,802.25,485.64,292.27,809.91,1087.76,956.77
Mayotte,Tilapias nei,"Indian Ocean, Western",Brackishwater,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,3.91,8,8,8,12,12,...,...,...,...,...,...,0,0,0,0,0,0,0
Mexico,Abalones nei,"Pacific, Eastern Central",Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,19.8,0,40,46,234,479.36,608.84,624.92,689.47,414.47,437,206.24,1.21,...,...,...,...,81.91,6.14
Mexico,American cupped oyster,"Atlantic, Western Central",Brackishwater,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.4,408,114.18,200,146,796.08,524.7,0.19,...,...,...,...,...,...,...
Mexico,Bastard halibuts nei,"Pacific, Eastern Central",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,430.12,522.87,385.42,3.5,...,...,...,...
Mexico,Callinectes swimcrabs nei,"Atlantic, Western Central",Brackishwater,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,...,...,...,...,...,...,...,...
Mexico,"Clams, etc. nei","Atlantic, Western Central",Brackishwater,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.78,5.6,...,...,...,...,...,...,...,...
Mexico,"Clams, etc. nei","Atlantic, Western Central",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1141.27
Mexico,"Clams, etc. nei","Pacific, Eastern Central",Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.83,1.4,1.23,1.28,218.12,226.2,83.81,381.02,372.92,616.17,874.05,897.67,1222.9,1337.6
Mexico,Common snook,"Atlantic, Western Central",Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Mexico,Cortez oyster,"Atlantic, Western Central",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2487.95
Mexico,Cortez oyster,"Pacific, Eastern Central",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,64.86,...,141.25,...,...,...,548,690.92,22.82,381.66,298.94,747.97,804.7,11.72,1821.25,1562.75,1090.77,1032.48,2202.27,2223.99,449.32
Mexico,Crevalle jack,"Atlantic, Western Central",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,11.18,10,10,...,...,...,...,...,15,70,0.55,...,...
Mexico,Flathead grey mullet,"Pacific, Eastern Central",Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,...
Mexico,Gastropods nei,"Atlantic, Western Central",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,28.28
Mexico,"Jacks, crevalles nei","Pacific, Eastern Central",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,33.92
Mexico,Largemouth black bass,"America, North - Inland waters",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,119.9,26.25,69.7,310.59,399,336.6,299.2,294.49,678.01,358.98,431.05,1876.93,2036.6,958.57,780.97,580.27,...,...,3.53,29.64,132.38
Mexico,Marine fishes nei,"Atlantic, Western Central",Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,...,...,...,...,...,...,...,...,...,...
Mexico,Marine fishes nei,"Pacific, Eastern Central",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1067.68
Mexico,Mojarras(=Silver-biddies) nei,"Atlantic, Western Central",Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,16,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Mexico,Pacific bluefin tuna,"Pacific, Eastern Central",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7013.86,7280.72,6984.93,57821.23,30815,32323.2,5325.36,19557.15,16281.5,11003.2,23851.14,12859.87,52969.92,58184.78
Mexico,Pacific calico scallop,"Pacific, Eastern Central",Marine,USD 1000,0,0,0,4.6,6,6,9,6,30,30,24.35,5.93,6,6,1.8,...,...,543.76,13.04,11.63,11.43,0,0,0.65,...,...,...,...,...,...,...
Mexico,Pacific cupped oyster,"Atlantic, Western Central",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1101.96,1178.79,1204.18,...,...,...,...,...,...,...,...,...,...
Mexico,Pacific cupped oyster,"Pacific, Eastern Central",Marine,USD 1000,...,...,...,...,...,...,546.5,570.5,477.9,347.55,325.15,696.67,392.33,499.39,411,787.5,503,1346.25,1197.15,1497.07,1286.74,2571.69,2662.2,2301.22,2310.26,1789.92,4760.27,2979.85,3597.91,3411.05,1363.42
Mexico,Red abalone,"Pacific, Eastern Central",Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475.12,514.8,263.04,593.94,765.36,384.91,665.69,1035.61,991.79,329.82
Mexico,Red drum,"Atlantic, Western Central",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3.31,73.45,61.42,11.87,...,...,2513.49,849.35
Mexico,Sea mussels nei,"Pacific, Eastern Central",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,27,65.94,127.33,225.88,63.6,81.6,101.2,158.63,33.43,30.97,33.82,203.3,212.5,545.54,692.83,692.8,386.4,788.14,506.43,467.16,918.38
Mexico,Snappers nei,"Pacific, Eastern Central",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,30.2,48.12,41.51,13.06,...,...,...,...
Mexico,Whiteleg shrimp,"America, North - Inland waters",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2499.82,4664.8,3019.91,3532.93,2695,...,...,...,...,...
Mexico,Whiteleg shrimp,"Atlantic, Western Central",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1048.65,722.4,773.2,988.73,959.41,19671.33,11125.32,17538.29,22937.74,20822.41
Mexico,Whiteleg shrimp,"Atlantic, Western Central",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,11826.2,12098.84,13521.99,12426.37,15712.57,10431.05,10455.9,9738.95,10084.65,7043.02,...,...,...,22937.74,...
Mexico,Whiteleg shrimp,"Pacific, Eastern Central",Brackishwater,USD 1000,...,175,215,1716,3030.5,14230,21855,25555,41630,57500,67270,73587.66,64678.94,108661.02,144868.9,168896.02,182357.8,284134.5,214679.66,181329.47,195918.39,14561.68,14223.3,11919.01,16019.39,11970.76,...,...,...,296506.8,...
Mexico,Whiteleg shrimp,"Pacific, Eastern Central",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,321624.97,409667.72,366431.12,450626.8,381418.38,301910.16,350931.03,346647.7,296506.8,398795.7
Mexico,Yellowfin tuna,"Pacific, Eastern Central",Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.5,72.5,290,...,...,...,...,10412.38,10883.6,20235.67,37.12,...,...,...,183.99,1468,414.57
"Micronesia, Fed.States of","Clams, etc. nei","Pacific, Western Central",Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Micronesia, Fed.States of",Eucheuma seaweeds nei,"Pacific, Western Central",Marine,USD 1000,0,25.5,0.35,0.3,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Micronesia, Fed.States of",Milkfish,"Pacific, Western Central",Brackishwater,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro,European eel,Mediterranean and Black Sea,Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,72,72,72,72,72,72,...,...,...
Montenegro,European flat oyster,Mediterranean and Black Sea,Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6.43,6.64,6.64
Montenegro,European seabass,Mediterranean and Black Sea,Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,188.35,320.73,441.51,501.41,477.68,500.91,385.67,398.45,370.75
Montenegro,Gilthead seabream,Mediterranean and Black Sea,Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,188.35,312.5,397.36,459.62,477.68,500.91,385.67,398.45,302.98
Montenegro,Mediterranean mussel,Mediterranean and Black Sea,Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,213.46,205.6,294.34,292.49,199.03,278.28,323.96,334.7,331.15
Morocco,Atlantic bluefin tuna,"Atlantic, Eastern Central",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1400
Morocco,"Clams, etc. nei",Mediterranean and Black Sea,Brackishwater,USD 1000,0,0,0,0,0,0,57.93,37.3,21.01,0,0,40.41,0,70.9,0,20.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...
Morocco,European eel,Mediterranean and Black Sea,Brackishwater,USD 1000,...,...,...,...,...,...,425.96,137.69,298.09,439.59,570.26,469.36,301.89,171.57,247.05,187.04,274.75,165.2,192,216,338.52,304.88,...,...,...,...,...,...,...,...,...
Morocco,European flat oyster,Mediterranean and Black Sea,Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83,4.69,15,24,...,...,...,...,...,...,0,0,0,0,0,0,0,...
Morocco,European seabass,Mediterranean and Black Sea,Marine,USD 1000,...,...,...,...,...,...,288.7,1408.61,1407.34,1951.96,3135.01,4595.96,3894.99,3696.95,3636.05,2048.51,1420,880.72,1482,2104.49,1942.5,3380,174.96,527.72,245.05,460.84,16.54,560.64,1333.65,1348.5,1503
Morocco,Gilthead seabream,Mediterranean and Black Sea,Marine,USD 1000,...,...,...,...,...,50,1875.97,2567.11,2469.64,4896.38,6189.74,4987.94,5285.02,1627.34,1006.25,2553.11,1985.1,1060.96,1323,1485.54,1333.5,1826,0,0,...,...,284.57,...,...,...,...
