country,species,area,environment,unit,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Cambodia,Marine molluscs nei,"Pacific, Western Central",Brackishwater,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581.6,812.5,530.4,512.2,538.2,681.2,910,1157,1768,1677,...,...,...,...,...,...,...
Cambodia,Orange-spotted grouper,"Pacific, Western Central",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,640,800,960,1120,1120,1200,1600
Cambodia,Penaeus shrimps nei,"Pacific, Western Central",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,2860,3248,4239.8,3480,1569.4,1182,384.4,126,886.6,265,450,375,550,200,350,375,375,400,500,600,600,600
Cambodia,Snappers nei,"Pacific, Western Central",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,640,800,960,1120,1120,1200,1600
Canada,American cupped oyster,"Atlantic, Northwest",Marine,USD 1000,1699.43,1684.7,2334.08,3261.04,3470.49,5120.5,4509.76,2178.43,2047.96,1993.37,3296.11,3172.92,3696.59,3446.98,4331.75,5160.67,6111.48,5878.5,3579.41,7700.86,5009.68,5227.98,9188.19,7593.93,6536.95,8569.95,9630.41,10274.88,14008.81,15497.2,14962.73
Canada,Atlantic bluefin tuna,"Atlantic, Northwest",Marine,USD 1000,193.12,...,...,...,...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,Atlantic cod,"Atlantic, Northwest",Marine,USD 1000,0,0,0,1662.41,1433.99,348.86,420.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,Atlantic salmon,"Atlantic, Northwest",Marine,USD 1000,1483.37,2211.25,4417.7,9381.61,20158.3,24902.8,49766.18,52522.31,62367.61,49717.14,62397.41,70747.23,73978.77,68773.31,60265.23,89753.05,124099.77,139142.22,106042.66,94720.63,107797.2,159542.62,300522.72,206512.1,203004.53,179956.98,188406.39,173384.84,225323.53,154772.44,151330.2
Canada,Atlantic salmon,"Pacific, Northeast",Marine,USD 1000,...,...,0,20.37,481.25,6800.85,11369.68,19471.87,40224.74,55246.23,77065.27,85625.74,77615.36,103972.66,121341.68,150168.95,146923.36,214600.02,183279.25,199250.55,190258.98,288863.34,359241.88,359196.9,385885.66,346380.16,485123.84,440522.72,409909.66,462116.53,344014.38
Canada,Blue mussel,"Atlantic, Northwest",Marine,USD 1000,845.85,1136.25,2493.26,2139.26,2743,3523.18,3392.59,4247.33,4765.02,4468.15,5578.76,7228.25,8778.83,9932.98,12791.73,15457.13,18640.74,19448.06,19898.89,22021.9,25081.31,27257.51,30580.51,29427.36,24461.26,24683.83,34897.27,37365,45772.25,44692.55,38463.05
Canada,Blue mussel,"Pacific, Northeast",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7.52,85.88,93.4,994.62,2320.12,1207.91,1220.77,1756.51,1489.22,855.73,1771.75,2334.24
Canada,Butter clam,"Atlantic, Northwest",Marine,USD 1000,...,...,0,0,0,0,0,829.87,0,0,17.83,0,0,0,0,0,0,0,0,0,0,0,0,381.62,1028.04,1807.68,1685.36,1411.59,1259.44,1057.15,332.59
Canada,Chinook(=Spring=King) salmon,"Pacific, Northeast",Marine,USD 1000,154.46,311.29,462.11,5296.94,19162.15,36030.8,49587.51,75443.57,51944.88,42207.57,33030.91,36194.09,34820.72,18187.25,26716.4,37435.22,37290.77,29055.46,26646.75,26297.43,...,...,...,...,...,...,...,...,...,...,...
Canada,Coho(=Silver) salmon,"Pacific, Northeast",Marine,USD 1000,229.89,289.1,1448.44,3765.92,11369.5,6761.11,5652.59,1665.51,3381.82,9720.76,2471.95,2357.06,2097.45,4934.6,6689.86,8077.22,5516.82,5940.23,5937.01,4369.3,...,...,...,...,...,...,...,...,...,...,...
Canada,Japanese carpet shell,"Pacific, Northeast",Marine,USD 1000,...,...,10.13,32.43,47.8,81.44,112,296.51,831.38,902.06,993.47,2832.27,3243.58,2094.54,2446.15,2277.78,3031.22,4200,4407.98,5766.73,5435.57,7188.2,7852.71,8701.44,6799.59,6509.4,7921.53,6731.04,6293.45,6813.61,5460.33
Canada,Marine molluscs nei,"Atlantic, Northwest",Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,288.1,241.74,41.59,37.23,31.5,1194.61,1404.28,1525.65,4353.49,5263.34,6774.39,6639.96,7361.66,6126.01,4341.65,899.79,1674.14,1596.89,30.16,1533.23
Canada,Marine molluscs nei,"Pacific, Northeast",Marine,USD 1000,0,0,11.49,33.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521.23,1360.3,0,0,0,0
Canada,Pacific cupped oyster,"Pacific, Northeast",Marine,USD 1000,1118.92,1252.54,1813.95,1917.25,2226.38,2483.07,2760.19,3012.43,2970.2,3101.45,3323.94,3911.23,4137.34,2819.77,3420.56,3674.46,3778.92,5180,5965.69,6114.68,7452.91,8467.72,7617.8,8058.29,6169.5,6189.51,8694.12,8476.29,10285.62,12004.38,11805.28
Canada,Rainbow trout,"Pacific, Northeast",Marine,USD 1000,697.73,640,28.8,724.1,897.83,1504.41,1170.06,456.74,70,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Canada,Salmonids nei,"Atlantic, Northwest",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,59511.94,80948.32,99492.2,116824.1,102198.3,179519.23,41436.23
Canada,Scallops nei,"Atlantic, Northwest",Marine,USD 1000,0,0,0,0,954.29,1019.27,976.38,6.97,7.04,14.53,77.21,61.03,103.72,111.79,135.47,112.07,85.75,31.77,23.52,61.85,58.06,41.42,98.76,184.23,150.86,20.21,14.56,192.06,222.24,223.3,148.26
Canada,Scallops nei,"Pacific, Northeast",Marine,USD 1000,0,0,0,0,45.44,85.65,0,0,21.11,82.32,115.82,112.67,589.13,91.83,94.83,134.49,225.66,476.51,391.98,536,447.04,851.03,358.9,820.14,1100.28,1449.22,2819.34,1731.78,1339.81,705.21,443.13
Channel Islands,Blue mussel,"Atlantic, Northeast",Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.95,220.27,195,187.36,229.47,53,91.02,91,91,369.52,243.12,372.92,171.26,263.57,96.9,104.73
Channel Islands,European flat oyster,"Atlantic, Northeast",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,9.86,7.17
Channel Islands,Great Atlantic scallop,"Atlantic, Northeast",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,18.38,0,3,5.9,0,6.47,6.06,6,5.16,3.76,15.04,29.13,38.4,15.36,34.03,...,14.84,15.39,13.77,11.89,5.93
Channel Islands,Grooved carpet shell,"Atlantic, Northeast",Marine,USD 1000,...,...,...,...,...,...,40,35,35,0,42,11.4,17.1,11.47,0,0,0,0,0,0,...,...,...,...,...,...,...,...,...,...,...
Channel Islands,Pacific cupped oyster,"Atlantic, Northeast",Marine,USD 1000,...,...,30,50,26,26,142.6,142.6,112.5,202.5,201.55,246.4,355.3,247.67,372.4,539.19,611.98,810,938.74,1268.68,1648.66,1077.68,1092,1341.34,2073.6,2266.13,3428.66,3837.11,3650.31,4355.95,6298.92
Channel Islands,Tuberculate abalone,"Atlantic, Northeast",Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.36,60.64,60,30,...,...,...,0,0,0,0,0,1.6,9.07,2.03,...
Channel Islands,Turbot,"Atlantic, Northeast",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,26.67,58.57,62.34,60.04,26.63,...,...
Chile,[Porphyra columbina],"Pacific, Southeast",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,58,14,2,...,...,...,...,...,...,...,...,...
Chile,Atlantic salmon,"Pacific, Southeast",Marine,USD 1000,...,...,...,328,1155,9300,47390,67306.5,94860.01,119638.01,136700,206150.02,293842.6,348030.03,374731.03,361347.03,567449.8,811542.44,928217.5,1203595.9,1534126,1782948.2,2496580.5,2610089,2483507.2,1430203.8,931200.06,2140933.8,2408561.8,3503407.2,4896717.5
Chile,Bastard halibut,"Pacific, Southeast",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,81.2,...,...,...,...
Chile,Chilean flat oyster,"Pacific, Southeast",Marine,USD 1000,120,356.2,381,287,370,638,480,1080,487.5,1710,387.4,510,1262.4,820,617.5,727.5,520,595.4,775.5,386.4,666,432,456,561,615,411,489,657,582,681,675
Chile,Chilean mussel,"Pacific, Southeast",Marine,USD 1000,487.5,491.5,803,789.6,1272.37,2184.05,1997.85,2680.9,3184.4,2900,3772,5315.25,5760.8,7771.5,9528.8,11342.1,16433.9,22521.2,71054.9,127179.8,131683.7,182490.89,324997.12,529343.9,450824.28,550941.6,460765.78,1148560.5,976548,2072577.5,2576112.2
Chile,Chinook(=Spring=King) salmon,"Pacific, Southeast",Marine,USD 1000,...,...,...,...,25.5,60.5,1738,5295,3335,3865.5,1895,1855,1705,3321,540,1040,11358,15989.4,10344.6,6561.8,13450.4,14258.64,9868.32,13847.5,522,2170.8,3733.32,8522.26,8136.16,4575.6,0
Chile,Cholga mussel,"Pacific, Southeast",Marine,USD 1000,...,...,...,...,1.5,1,14.5,46.8,39.6,58.2,56.4,63.6,109.45,103.4,160,254.7,147.5,227.7,3392,4701,3885,2529,1851,2149.27,3150,4485.6,6232.24,11677.98,644.38,1223.1,4652.84
Chile,Choro mussel,"Pacific, Southeast",Marine,USD 1000,40.8,39.9,52.8,31.16,74.99,115,97.5,135.85,231.55,99,76.05,111.6,178.8,156.6,194.15,238.5,134.4,175.2,260,277.5,357.3,504,806.4,584.1,622.8,512,1816.8,1980,792,1320,3746.4
Chile,Coho(=Silver) salmon,"Pacific, Southeast",Marine,USD 1000,1090,5000,11440,17690,34340,38115,73139,89770.01,99742.5,113175.01,146727.02,176148.02,267952,278950.4,292425.22,290031.22,345650.3,478852.53,225220.62,284313.4,297805.2,465810.84,466265.9,408862.78,379217.4,972496.8,570900,827248.8,686306.44,549587.4,875121.9
Chile,Giant kelp,"Pacific, Southeast",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,5,12,0,0,...,...
Chile,Gracilaria seaweeds,"Pacific, Southeast",Marine,USD 1000,2720,1969.6,2132.8,3671.2,9243.6,14460,17487.82,27685.92,19122.8,21891.6,26314.8,22132.35,42084.8,41106.8,30773.7,15639,16735.5,29492.1,46571.2,32040,14186.2,11619,52394.16,37868.8,34697.6,114591.11,15795,21848.19,7728.68,23175.6,29202.24
Chile,Japanese abalone,"Pacific, Southeast",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,184.8,424,29.61,103.64,449.1,60.1,55.2,...,241.44,2011,1681.53,831.52
Chile,Masu(=Cherry) salmon,"Pacific, Southeast",Marine,USD 1000,0,0,0,0,0,0,159.5,525,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,Pacific cupped oyster,"Pacific, Southeast",Marine,USD 1000,28,25,244,91.3,141.81,206,144,445.2,147.6,609,1469,1706.9,2308.8,3203,4076,5441,5641,7089,7807.8,9100,9424,7210.55,5151.51,2162.84,2778.3,288,282,...,...,...,249
Chile,Peruvian calico scallop,"Pacific, Southeast",Marine,USD 1000,399,273,1246,2064,7728,5288,9456,9264,12672,25756.5,53675,41320,48895,57410,74133,82672.01,76072,75989.41,86206.8,128426.5,243312.31,169899.4,172173.95,220591.3,270217.9,156835.2,82212,149844.81,75374,115173.04,90507.19
Chile,Rainbow trout,"Pacific, Southeast",Marine,USD 1000,...,...,...,...,60,2775,6114.9,5355,47253.2,71949.51,101240.71,120267.01,157473,194042.81,199004.4,141492,220950.81,305597.62,293681.72,367926.94,540144,541786.1,795285.6,1044270.6,861768,1336630,1430000.1,1692873.9,1414856.4,907410.06,1221229.5
Chile,Red abalone,"Pacific, Southeast",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,120,15,15,624,792,876,1672.4,2772,6386.5,10126.62,10130.81,10688.58,30891.4,27753,26202,29032.95,63822.24,79336.52,104434.6
Chile,Turbot,"Pacific, Southeast",Brackishwater,USD 1000,...,...,...,...,...,...,...,42,204,320,209,399,1680,2780,4047,3239.8,2522,2878.5,2944,4431,2566.2,2933.36,2986.06,3611.3,2484.42,3700.4,3387.2,2305.8,5529.42,2098.27,39.2
Chile,Yellowtail amberjack,"Pacific, Southeast",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,10
China,Abalones nei,"Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,39240,54064.73,68097.97,90336.2,104841.37,153496.5,197034.45,262776.16,357054.94,421727.12,513267.03,536596.06
China,Amberjacks nei,"Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,10131,11004.29,11529.63,12506.26,12219.68,23218.09,23090.76,19976.53,15856.75,15581.86,42799.54,22933.68
China,Aquatic invertebrates nei,"Pacific, Northwest",Marine,USD 1000,13605,10005,12700,13655,14505,21665,21770,29945,42995,74619,112568.01,97936.01,32692.5,80624,186306.9,107444.01,120400.01,127456.01,183352.02,80760,82868.23,90215.82,80081.24,92787.76,241298.58,253279.05,310866.1,144431.61,163774.9,178837.2,133789.77
China,Blood cockle,"Pacific, Northwest",Marine,USD 1000,30186,33789,48951,67606.5,68821.51,78559.51,83673.01,85113.01,84216.01,108777.56,135977.8,161885.11,178008.31,169944.61,192636.9,217965.8,228445.11,265183.12,270635.3,361761.44,325287.6,336251.3,361295.38,341002.22,394640.72,376369.12,422116.8,398752.03,378158.9,458143.22,480607.7
China,Bright green nori,"Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1095.3,1291.5,2495.7,4572,4642,6144.6,4240,4460,3640,3560,1756,400
China,Cobia,"Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,14428,14436.62,18182.32,22900.23,27406.3,27935.25,34633.76,43263.64,44279.9,45236.66,47156.13,42319.97
China,Constricted tagelus,"Pacific, Northwest",Marine,USD 1000,110006.01,125717.01,126175.01,133597,140673,138467.02,140326,165230.02,198598.02,211678.06,240241.7,276074.12,308267.12,298730.7,300765.62,341288.03,390188.03,419781.62,445565.62,470921.62,444032.7,515935.78,518498.66,533646.44,667875.6,615425.44,642990.6,670314.6,648419.44,648723.6,708145.25
China,Cupped oysters nei,"Pacific, Northwest",Marine,USD 1000,497208.03,621656,672026,800936.06,677788.5,671317.56,754774.56,801222.06,826736.94,1131950.6,1915338.1,2165769.2,2284663.2,2182411,2309786.2,2261286.5,2323606.8,2299823.5,2383147.8,1509332.6,1542451.6,1732026.8,1837694.4,1824645.8,1979085.5,2067231.5,2149269,2216223,2329802,2489000,2567711.2
China,Eucheuma seaweeds nei,"Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,25605.2,34235.2,37276.8,33632,35604.4,30930.4,30314,29559.6,28428,44104.8,42577.6,19715.6
China,Fleshy prawn,"Pacific, Northwest",Brackishwater,USD 1000,104220.01,219585.61,447265.8,1226176,1495635,1394175,1386127.5,1536997.1,1448062,658920.06,510976.03,588120,621957,675241.06,894336.6,988429.06,1154034.1,1076106,968316.06,183606.81,161766.06,163390.16,177578.52,150434.92,170208.02,177552.02,181252.02,166584.02,164852.02,167724.02,192668.02
China,Fusiform sargassum,"Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,30374.4,46085.6,34229.2,45692,55866.6,40240.8,36565.4,35976.6,51202.6,51639.6,69699.2,80697.8
China,Giant tiger prawn,"Pacific, Northwest",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,152058.22,180206.97,247965.67,269920.44,219356.52,243596.02,240840.02,226536.02,242764.02,258216.02,288032,299476
China,Gracilaria seaweeds,"Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,132724.81,233316.9,258642.61,266652,298353,329535.03,366980.53,338933.9,468595.97,623475.44,794520.94,853707
China,Groupers nei,"Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,23453,28887.25,37473.23,49233.07,45425.24,53803.47,52544.45,58738.4,70845.46,86614.16,98096.47,104874.71
China,Indo-Pacific swamp crab,"Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,176612.02,189829.28,214592.28,210669.5,215241.48,269829.25,274638,274514.72,287855.47,305689.72,327228.28,333549.06
China,Japanese carpet shell,"Pacific, Northwest",Marine,USD 1000,68737.51,100585.51,132921,170578.5,201418.5,278278.5,350497.53,475702.97,806559.6,1232899.8,1438545,1443521.4,1476829.9,1532126.8,1653878.2,1919799.6,1711380,2034867.5,2319099.2,2563354.8,1787169.8,2010274.4,2254045.8,2336303.5,2721685,2841290.2,3149626.5,3215880.8,3324581,3429642.8,3530588.2
China,Japanese isinglass,"Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,346.8,402.4,350,1200,410,540,540,540,...,1854,...,...
China,Japanese kelp,"Pacific, Northwest",Marine,USD 1000,25066.1,25383.9,20343.7,17890,21641.5,27291.3,24430.6,35666,49412.9,60182.7,63390.1,64444.6,74384.6,73718.73,71836.5,79652.92,73268.07,70071.73,73754.88,71678.79,70095.22,75472.62,76199.2,77547.11,91881.55,72718.52,78315.23,84353.49,93057.08,98566.51,132927.16
China,Japanese sea cucumber,"Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,102300.01,139942.17,188595.84,241682.84,240302.72,321207.5,354491.75,452151.44,478006.4,592780.1,672156.4,697362.44
China,Japanese seabass,"Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,68588,72445.55,84734.48,101998.31,107614.18,114896.41,122365.2,127141.2,147556.81,151003.2,153703.2,136563.61
China,Jellyfishes nei,"Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,46940,68957.21,106081.86,74415.3,88862.65,111875.8,148606.86,140693.77,164607.66,150544.4,156970.7,159375.53
China,Kuruma prawn,"Pacific, Northwest",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,126204.61,134376.66,134540.75,183060.4,177846.92,190884.02,201628.02,219168.02,203964.02,197636.02,183796.02,189876.02
China,Large yellow croaker,"Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,51375,58953.96,67061.88,70719.09,65554.64,78512.63,78564.99,102112.72,95452.28,113190.42,125223.7,152221.23
China,Lefteye flounders nei,"Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,26715,30120.73,18991.47,22299.47,17541.94,27537.79,31739.68,29723.82,47589,49551,55600,66397
China,Marine crabs nei,"Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,187325,200995.02,274975.03,316094.12,382806.03,441828.03,537208,624664,38592,30769.87,46541.14,50436.43,60832.8,75523.77,35515.64,85680.32,70300.05,61658.48,45627.76,48536.56
China,Marine fishes nei,"Pacific, Northwest",Marine,USD 1000,7486.4,10922.4,15228.8,23571.2,26136.8,28050,28050,37745.6,46972.8,57337.6,80888,115965.61,127508.5,167282.5,166692.61,180954.02,226025.42,282464.66,491154,125323.24,134920.48,175911.48,168809.08,173657.02,241591.4,235717.4,458386,566218,632708,722754,823220
China,Marine molluscs nei,"Pacific, Northwest",Marine,USD 1000,16274.5,25838,44295.5,73380.5,86803.01,104097.51,112638.5,105842.01,92527.01,103490.1,118942.2,420300.8,475113.25,439293.2,416620.8,413339.22,526807.6,493633.38,494082,338896.38,332862.1,390483.06,390350.7,307722,420062.75,390876.66,263672.66,454871.22,502384.97,505323.28,495848.1
China,Nori nei,"Pacific, Northwest",Marine,USD 1000,6042,5518.2,5089.8,5590.2,5532.6,5553,3176.4,6988.8,9539.4,11593.8,17400,18369,18220.8,18007.8,19808.22,21971.04,25494.78,30778.2,35265,38214.84,42531.78,42185.58,49326,54250.2,46914.53,62928.76,63362.87,63618.14,71181.1,73540.45,74337.66
China,Pearl oyster shells nei,"Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,78,78,99.08,103.46,87.48,48.48,71.55,49.71,31.82,38.65,35.06,14.91
China,Pen shells nei,"Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,17589,2434.45,4448.15,10143.38,6894.15,7139.2,9836.16,19811.2,19280.64,9639.04,11086.72,11275.52
China,Penaeus shrimps nei,"Pacific, Northwest",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,86149.2,121242.94,163038.28,120413.02,164333.16,216548.02,242524.02,272012,306028,352236.03,435344.03,464800.03
China,"Porgies, seabreams nei","Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,37010,40480.77,42583.57,55808.65,58165.38,43137.5,47901.07,53564.28,67012.48,62270.32,67960.9,70544.4
China,Portunus swimcrabs nei,"Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,147657,179517.66,228419.48,261877.95,283944.25,294148.56,336215.88,319585.53,326103.6,349525.8,384639.84,417114.38
China,Red drum,"Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,39329,38080.83,44047.75,52544.62,52248.46,60626.93,58450.42,62169.17,77157.22,78197.28,70371.84,83228.6
China,Righteye flounders nei,"Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4689,7044.74,5465.92,5713.46,5704.92,9846.06,13709.99,6392.68,10070.97,12412.89,6683.04,11458.51
China,Scallops nei,"Pacific, Northwest",Marine,USD 1000,6482.1,14130.4,40266.2,74188,207384.72,220083.7,249905.11,311351.72,540835.25,1092528,1155861,1191439.6,1299444.9,1267131.8,798163.8,824311.9,1054775.9,1054390.1,1024965.06,982641.3,955616.6,1197581.2,1422184.1,1479945,1614595.4,1813013.5,1998603.2,1854696.1,2016337.6,2283645.5,2342146.8
China,Sea mussels nei,"Pacific, Northwest",Marine,USD 1000,9560.74,9020.2,14745.99,21887.6,30077.25,34335.98,34712.65,34872.81,37722.65,35670.32,41522.2,62276.85,73250.2,74639.8,73496.25,81197.7,94319.6,99838.6,116366.01,119627.61,125885.45,148384.8,121908.25,103193.41,124774.52,165716.98,182560.83,183924.27,198742.72,194240.03,209451.6
China,Sea snails,"Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,68168,88603.02,114751.92,132431.27,139691.53,137229.88,124314.96,126781.19,123992.27,130751.06,129834.84,142037.89
China,Sea urchins nei,"Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,10026,19661.74,18835.14,32393.63,23026.8,10489.81,21118.88,21407.85,23443.99,20308.9,22302.25,23564.77
China,Seaweeds nei,"Pacific, Northwest",Marine,USD 1000,18045,33750,91945.01,78965,104868.5,63316,107668.01,157415.52,257622.02,361998.03,402972.03,380544.03,329710.5,302887.9,881835.56,948884.94,1139911.6,1260246.1,1378014,885101.25,887251.25,730775.6,923828,928670.56,1120063.2,1138688.8,1431280.9,1148172.1,1117336.1,1136388,168440.02
