country,year,Q.exp,Q.imp,V.exp,V.imp,Q.balance,V.balance,UV.balance,energy_adequacy,food_deficit,food_price,food_production,gdp,protein_supply,protein_animal,undernourish,food_price_volatility,food_supply_variability,total_population,number_undernourished,dietary_energy_supply,fat_supply,food_over_acquisition,food_production_variability,calories,protein,fat,vitaminA,calcium,iron,zinc,thiamin,riboflavin,niacin,B6,magnesium,polyunsatFA,calories_demersalfish,calories_pelagicfish,calories_othermarinefish,calories_crustaceans,calories_molluscs,calories_seafood,protein_demersalfish,protein_pelagicFish,protein_othermarinefish,protein_crustaceans,protein_molluscs,protein_seafood,fat_demersalfish,fat_pelagicfish,fat_othermarinefish,fat_crustaceans,fat_molluscs,fat_seafood,vitaminA_demersalfish,vitaminA_pelagicfish,vitaminA_othermarinefish,vitaminA_crustaceans,vitaminA_molluscs,vitaminA_seafood,calcium_demersalfish,calcium_pelagicfish,calcium_othermarinefish,calcium_crustaceans,calcium_molluscs,calcium_seafood,iron_demersalfish,iron_pelagicfish,iron_othermarinefish,iron_crustaceans,iron_molluscs,iron_seafood,zinc_demersalfish,zinc_pelagicfish,zinc_othermarinefish,zinc_crustaceans,zinc_molluscs,zinc_seafood,thiamin_demersalfish,thiamin_pelagicfish,thiamin_othermarinefish,thiamin_crustaceans,thiamin_molluscs,thiamin_seafood,riboflavin_demersalfish,riboflavin_pelagicfish,riboflavin_othermarinefish,riboflavin_crustaceans,riboflavin_molluscs,riboflavin_seafood,niacin_demersalfish,niacin_pelagicFish,niacin_othermarinefish,niacin_crustaceans,niacin_molluscs,niacin_seafood,B6_demersalfish,B6_pelagicFish,B6_othermarinefish,B6_crustaceans,B6_molluscs,B6_seafood,polyunsatFA_demersalfish,polyunsatFA_pelagicFish,polyunsatFA_othermarinefish,polyunsatFA_crustaceans,polyunsatFA_molluscs,polyunsatFA_seafood,calories_percentseafood,protein_percentseafood,fat_percentseafood,vitaminA_percentseafood,calcium_percentseafood,iron_percentseafood,zinc_percentseafood,thiamin_percentseafood,riboflavin_percentseafood,niacin_percentseafood,B6_percentseafood,polyunsatFA_percentseafood,native,ex.imp,fishmeal,intensity,nutri,hatchery,antibiotic,habitat,GMO,code,trace,employment,waste
Nepal,2011,1929,35705,6983,274538,0.054026047,0.025435459,0.470799926,120,64,9.37,184,2042.1,65,11,10.2,8.6,26,26.8,2.7,2569,51,25.1,3.6,2669.0853,72.3858,50.6567,655.0805,537.0634,27.3483,14.0864,1.6381,0.98664,26.1607,2.8579,596.8301,17.1156,0.021863,0.020044,0.36699,0,0,0.408897,0.0038729,0.0029904,0.060619,0,0,0.0674823,0.00054137,0.00082438,0.010158,0,0,0.01152375,0.0029151,0.0024247,0.049151,0,0,0.0544908,0.011452,0.0087288,0.17694,0,0,0.1971208,0.00016658,0.0002263,0.0039321,0,0,0.00432498,0.00016866,0.00016488,0.0027852,0,0,0.00311874,6.25E-06,4.85E-06,9.83E-05,0,0,0.000109397,1.46E-05,9.70E-06,0.00022937,0,0,0.000253644,0.0004789,0.00098603,0.0088012,0,0,0.01026613,5.85E-05,6.47E-05,0.00098301,0,0,0.001106178,8.79E-05,0.00018379,0.0015827,0,0,0.001854358,0.000153197,0.000932259,0.000227487,8.32E-05,0.000367035,0.000158144,0.000221401,6.68E-05,0.000257078,0.000392426,0.00038706,0.000108343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Netherlands,2011,873604,592760,1324062,2659312,1.473790404,0.497896448,0.33783396,124,NA,1.41,793,46388.3,108,73,,7.4,37,16.6,,NA,122,30.2,14.2,3722.887,124.911,159.2875,1190.207,2153.5802,15.2804,16.137,1.8853,3.1283,24.3272,2.6337,466.0555,22.4382,7.6271,23.3897,0.024197,0.75945,0.82913,32.629577,1.5517,3.2645,0.0046479,0.16328,0.11627,5.1003979,0.11356,0.82453,0.00048647,0.0087699,0.0092555,0.95660187,1.5254,5.3847,0.0070575,0.063288,0.25067,7.2311155,1.5254,3.702,0.0050411,0.41589,0.29887,5.9472011,0.028813,0.17164,0.00011595,0.0053342,0.038082,0.24398515,0.035593,0.11106,0.00012099,0.032005,0.015426,0.19420499,0.0047457,0.016827,1.92E-05,0.00042493,0.00025067,0.022267456,0.0055084,0.026923,2.39E-05,0.00038877,0.00096411,0.033808225,0.18644,1.0265,0.00073096,0.022603,0.010123,1.24639696,0.022034,0.067308,7.56E-05,0.0013562,0.00048205,0.091255866,0.035762,0.19132,0.00012174,0.0026762,0.0018511,0.23173104,0.00876459,0.040832256,0.006005505,0.006075511,0.002761542,0.015967197,0.012034764,0.011811094,0.01080722,0.051234707,0.034649302,0.010327524,9.9,6.9,10,8.9,5,8,10,7.1,9.8,5.1,7,6,10
Netherlands Antilles,2011,44160,487536,184513,1111564,0.090577927,0.165994041,1.832610296,NA,NA,NA,NA,NA,NA,NA,,NA,18,NA,ns,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Caledonia,2011,27265,179636,77832,202174,0.151779153,0.384975318,2.536417615,NA,NA,NA,NA,NA,NA,NA,,NA,16,0.2,,NA,NA,NA,2,2715.1718,71.2073,123.0635,801.365,300.3412,13.5865,8.4726,1.1875,1.2404,18.2543,1.6898,253.8637,22.6772,0.53408,31.2986,5.9525,0.39123,7.8686,46.04501,0.10866,4.3683,1.1434,0.084115,1.1034,6.807875,0.0079519,1.1033,0.11967,0.0045178,0.087836,1.3232757,0.10682,7.2054,1.7362,0.032603,2.3789,11.459923,0.10682,4.9537,1.2401,0.21425,2.8364,9.35127,0.0020176,0.22967,0.028523,0.0027479,0.36141,0.6243685,0.0024924,0.14861,0.029763,0.016488,0.14639,0.3437434,0.00033232,0.022517,0.0047124,0.0002189,0.0023789,0.03015952,0.00038573,0.036027,0.0058905,0.00020027,0.0091496,0.0516531,0.013055,1.3735,0.17982,0.011644,0.096071,1.67409,0.0015429,0.090068,0.018602,0.00069863,0.0045748,0.11548633,0.0025043,0.25602,0.029949,0.0013786,0.017567,0.3074189,0.016958415,0.09560642,0.010752788,0.014300504,0.031135489,0.045955066,0.040571182,0.025397491,0.041642293,0.091709351,0.068343194,0.013556299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,2011,191573,144655,272359,270337,1.324344129,1.007479553,0.76073849,127,NA,2,2261,32283,94,57,,NA,37,4.4,,NA,120,33.3,14.8,3657.6115,118.1914,159.7478,1250.6842,1400.1537,15.6535,15.7394,1.6015,2.5315,23.6107,2.3569,377.7577,19.2671,10.1195,20.8508,0.072592,1.3808,1.0893,33.512992,2.0587,2.9101,0.013944,0.29688,0.15275,5.432374,0.15067,0.73503,0.0014594,0.015945,0.012159,0.9152634,2.0239,4.8002,0.021173,0.11507,0.32931,7.289653,2.0239,3.3001,0.015123,0.75616,0.39264,6.487923,0.038229,0.15301,0.00034784,0.0096986,0.05003,0.25131544,0.047224,0.099004,0.00036296,0.058192,0.020265,0.22504796,0.0062965,0.015001,5.75E-05,0.0007726,0.00032931,0.022456878,0.0073085,0.024001,7.18E-05,0.00070685,0.0012666,0.033354786,0.24736,0.91503,0.0021929,0.041096,0.013299,1.2189779,0.029234,0.060002,0.00022685,0.0024658,0.00063329,0.09256194,0.047449,0.17056,0.00036523,0.0048658,0.0024318,0.22567183,0.009162535,0.045962515,0.005729427,0.005828532,0.004633722,0.016054904,0.014298382,0.014022403,0.013175898,0.051628198,0.039272748,0.011712807,1,3,10,10,4,3,10,7,7,8,7,7,10
Nicaragua,2011,119251,55697,311388,174306,2.141066844,1.786444529,0.834371208,113,150,4.36,235,4223.4,65,20,20.3,10,22,5.8,1.2,2516,60,21.5,4.4,2648.4133,71.7796,60.045,2539.906,689.6335,26.3818,12.1915,1.9317,1.4074,20.7556,2.171,477.2156,17.0295,0.22368,5.4964,0.087614,0.54018,0.46418,6.812054,0.045725,1.0098,0.019055,0.11203,0.077847,1.264457,0.0028734,0.15615,0.0014115,0.006889,0.0098131,0.177137,0.024986,0,0.030247,0,0.027959,0.083192,0.064964,1.3533,0.015123,0.37986,0.49888,2.312127,0.0027485,0.052049,0.001109,0.0070822,0.016447,0.0794357,0.0012493,0.026025,0.00030247,0.011589,0.0093197,0.04848547,0.00019989,0.0026025,8.07E-05,0.00083699,0.00027411,0.003994148,0.00026236,0.0057254,5.04E-05,0.0003863,0.0010416,0.007466071,0.0062466,0.17697,0.0022181,0.012233,0.0098679,0.2075356,0.00071711,0.02082,0.00030247,0.00096575,0.00027411,0.02307944,0.00087452,0.040078,0.00040329,0.0019315,0.0045502,0.04783751,0.002572126,0.017615827,0.002950071,3.28E-05,0.00335269,0.003011004,0.00397699,0.002067685,0.005304868,0.009999017,0.010630788,0.002809097,10,5,3,1,10,5,5,3,5,3,5,3,3
Niger,2011,14799,28716,20786,132975,0.515357292,0.156315097,0.303314029,122,67,6.97,171,807.2,81,15,11.1,15.9,17,15.9,1.8,2543,58,31.1,17.5,2834.1749,87.2125,64.2983,581.3853,633.3184,40.2425,21.5896,2.2051,1.5517,18.1637,2.8605,973.165,21.3611,0,0.14095,0.08469,0,0,0.22564,0,0.025083,0.01835,0,0,0.043433,0,0.0047847,0.00070575,0,0,0.00549045,0,0.02457,0.023819,0,0,0.048389,0,0.036208,0.045874,0,0,0.082082,0,0.0014225,0.0027348,0,0,0.0041573,0,0.00065951,0.00041463,0,0,0.00107414,0,0.00015518,6.62E-05,0,0,0.000221344,0,0.00018104,7.72E-05,0,0,0.000258232,0,0.012156,0.0025919,0,0,0.0147479,0,0.00051726,0.00026466,0,0,0.00078192,0,0.0014832,0.00040934,0,0,0.00189254,7.96E-05,0.000498013,8.54E-05,8.32E-05,0.000129606,0.000103306,4.98E-05,0.000100378,0.000166419,0.000811944,0.000273351,8.86E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,2011,31880,183832,56470,190856,0.173419209,0.29587752,1.706140411,126,36,6.31,192,5230.6,64,10,6.1,12.1,19,159.8,9.7,2699,58,34.1,13.8,2974.0509,66.1648,59.303,1373.4763,423.726,24.7763,16.0877,2.6042,1.3217,20.3151,2.9596,659.2901,13.5679,6.752,10.2367,0.39925,0.21548,0.040455,17.643885,1.5728,1.8217,0.086505,0.015938,0.0066921,3.5036351,0.079436,0.34749,0.0033271,0.00053425,0.00086959,0.43165694,0.55605,1.7844,0.11229,0.014247,0.0098301,2.4768171,14.0601,2.6296,0.21626,0.68606,0.049907,17.641927,0.015887,0.10331,0.012893,0.0014247,0.0015501,0.1350648,0.070698,0.047897,0.0019547,0.0031521,0.00060493,0.12430673,0.0063548,0.01127,0.00031192,4.18E-05,9.83E-06,0.017988399,0.0023831,0.013148,0.0003639,3.56E-05,3.78E-05,0.015968424,0.27008,0.8828,0.012219,0.001966,0.00039699,1.16746199,0.025419,0.037566,0.0012477,0.00013356,1.89E-05,0.064385164,0.033522,0.10772,0.0019297,0.00028226,7.26E-05,0.143526552,0.00593261,0.052953158,0.007278838,0.00180332,0.041635224,0.005451371,0.007726818,0.006907457,0.012081731,0.057467696,0.021754684,0.010578391,5.9,7.4,6.3,3,8.5,3,4,4,8,3.8,5,3,3
Norway,2011,51798,111636,172276,193353,0.463990111,0.890992123,1.920282572,137,NA,1.51,264,62736.7,109,65,,12.3,11,4.9,,NA,149,47.1,2.8,3499.0475,99.5428,148.448,881.27,1080.2917,13.5981,12.4235,1.6238,2.1327,18.9443,1.9744,390.308,25.7455,30.855,13.1441,0.08469,5.3334,1.4469,50.86409,6.2773,1.8345,0.016268,1.1467,0.20291,9.477678,0.4594,0.46335,0.0017026,0.061588,0.016152,1.0021926,6.171,3.026,0.024701,0.44445,0.43744,10.103591,6.171,2.0804,0.017644,2.9207,0.52156,11.711304,0.11656,0.096453,0.00040581,0.037461,0.066457,0.31733681,0.14399,0.062411,0.00042345,0.22477,0.026919,0.45851345,0.019199,0.0094562,6.70E-05,0.0029842,0.00043744,0.032143887,0.022284,0.01513,8.38E-05,0.0027302,0.0016825,0.041910508,0.75423,0.57683,0.0025584,0.15873,0.017666,1.5100144,0.089137,0.037825,0.00026466,0.009524,0.00084123,0.13759189,0.14468,0.10752,0.0004261,0.018794,0.0032303,0.2746504,0.014536553,0.09521209,0.006751136,0.011464808,0.010840872,0.023336849,0.036906947,0.019795472,0.019651385,0.079708113,0.069687951,0.010667899,10,1,1,1,9,5,1,3,5,5,5,5,1
Oman,2011,50117,124894,105103,199485,0.401276282,0.526871695,1.312989872,127,42,3.26,130,42479.2,88,46,5.9,6.8,53,2.8,0.2,3055,83,29.9,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pakistan,2011,34954,38830,206674,140009,0.900180273,1.476147962,1.639835938,108,166,7.38,194,4322.5,64,26,21.7,16,14,173.1,37.6,2429,74,18.6,3.9,2583.0306,73.5509,75.3527,870.4686,930.629,23.7699,12.4994,1.7329,1.1974,20.5904,2.0833,636.1305,14.5521,0.21863,0.6414,0,0.0061644,0.011721,0.8779154,0.038729,0.095693,0,0.0011507,0.0020605,0.1376332,0.0054137,0.02638,0,9.59E-05,0.00020795,0.03209754,0.029151,0.077589,0,0.0059589,0.0049151,0.117614,0.11452,0.27932,0,0.0086301,0.024764,0.4272341,0.0016658,0.0072416,0,0.00013699,0.00138,0.01042439,0.0016866,0.0052761,0,0.00017397,0.00046693,0.0076036,6.25E-05,0.00015518,0,2.05E-06,1.89E-06,0.000221591,0.00014575,0.00031036,0,6.16E-06,2.46E-05,0.000486849,0.004789,0.031553,0,0.00017123,0.00019849,0.03671172,0.0005851,0.002069,0,1.03E-05,9.45E-06,0.002673826,0.00087868,0.0058812,0,2.03E-05,3.63E-05,0.00681645,0.000339878,0.001871265,0.000425964,0.000135116,0.000459081,0.000438554,0.000608317,0.000127873,0.000406589,0.001782953,0.001283457,0.000468417,4,3,3,5,8,3,4,5,5,5,5,3,3
Palau,2011,1617,243893,12454,998851,0.006629957,0.012468326,1.880604489,NA,NA,NA,NA,13033.7,NA,NA,,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palestine,2011,81,6387,387,21888,0.01268201,0.017680921,1.394173367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panama,2011,46979,118718,152982,169616,0.395719268,0.901931422,2.279220386,113,104,2.83,239,16511.1,75,40,14.8,3.2,39,3.7,0.5,2582,72,18.4,9.3,2666.2372,82.3206,75.9659,1535.934,427.1056,29.5885,14.0357,2.1527,2.1179,28.6496,2.0471,319.0919,21.8986,1.8453,13.2119,1.0404,0.59764,0.76829,17.46353,0.37723,2.4272,0.22628,0.12395,0.12885,3.28351,0.023706,0.37534,0.016762,0.0076219,0.016242,0.4396719,0.20614,0,0.35918,0,0.046277,0.611597,0.53596,3.2529,0.17959,0.42027,0.82573,5.21445,0.022675,0.12511,0.01317,0.0078356,0.027222,0.1960126,0.010307,0.062556,0.0035918,0.012822,0.015426,0.1047028,0.0016491,0.0062556,0.00095781,0.00092603,0.0004537,0.01024224,0.0021644,0.013762,0.00059863,0.0004274,0.0017241,0.01867653,0.051534,0.42538,0.02634,0.013534,0.016333,0.533121,0.0059161,0.050045,0.0035918,0.0010685,0.0004537,0.0610751,0.0072148,0.096336,0.004789,0.002137,0.0075314,0.1180082,0.006549879,0.039886857,0.005787753,0.000398192,0.012208807,0.006624621,0.007459749,0.004757858,0.008818419,0.018608323,0.029834937,0.005388847,10,5,3,1,10,5,5,5,5,5,5,5,5
Papua New Guinea,2011,52365,227932,227176,762085,0.229739571,0.298097981,1.297547389,NA,NA,NA,NA,2345.1,NA,NA,,NA,NA,6.9,,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraguay,2011,9019,7626,20019,33900,1.182664569,0.590530973,0.499322453,111,84,4.62,689,7504.7,67,31,12.4,16.7,36,6.5,0.8,2573,92,15.4,68.5,2503.7605,68.2221,86.7331,671.5229,613.4576,26.6301,12.422,2.051,1.5484,17.6444,1.4336,271.8747,27.8409,0,0.42674,0.14237,0.01724,0.096037,0.682387,0,0.078397,0.030965,0.0035753,0.016106,0.1290433,0,0.012123,0.0022937,0.00021986,0.0020303,0.01666686,0,0,0.049151,0,0.0057847,0.0549357,0,0.10507,0.024575,0.012123,0.10322,0.244988,0,0.0040411,0.0018022,0.00022603,0.0034027,0.00947203,0,0.0020205,0.00049151,0.00036986,0.0019282,0.00481007,0,0.00020205,0.00013107,2.67E-05,5.67E-05,0.000416544,0,0.00044452,8.19E-05,1.23E-05,0.00021551,0.000754277,0,0.01374,0.0036044,0.00039041,0.0020416,0.01977641,0,0.0016164,0.00049151,3.08E-05,5.67E-05,0.002195444,0,0.0031116,0.00065534,6.16E-05,0.00094142,0.004770004,0.000272545,0.001891518,0.000192163,8.18E-05,0.000399356,0.000355689,0.000387222,0.000203093,0.000487133,0.001120832,0.00153142,0.000171331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peru,2011,419626,419016,785192,977778,1.001455792,0.80303709,0.801869735,115,82,3.78,274,10378.6,72,26,12.2,5.2,22,29.3,3.6,2604,47,18.6,3.8,2380.3828,70.7091,47.3158,1327.4904,571.0961,29.3906,15.8374,2.1523,1.9297,25.4215,2.1323,342.5682,12.7153,1.3793,20.9615,0.40522,0.60914,8.3392,31.69436,0.28197,3.8509,0.088131,0.12633,1.3986,5.745931,0.017719,0.5955,0.0065282,0.0077685,0.1763,0.8038157,0.15408,0,0.13989,0,0.5023,0.79627,0.40061,5.161,0.069945,0.42836,8.9626,15.022515,0.016949,0.1985,0.0051293,0.0079863,0.29547,0.5240346,0.0077041,0.099249,0.0013989,0.013068,0.16743,0.28885,0.0012327,0.0099249,0.00037304,0.00094384,0.0049245,0.01739898,0.0016179,0.021835,0.00023315,0.00043562,0.018713,0.04283467,0.038521,0.6749,0.010259,0.013795,0.17728,0.914755,0.0044222,0.079399,0.0013989,0.001089,0.0049245,0.0912336,0.0053929,0.15284,0.0018652,0.0021781,0.081747,0.2440232,0.013314816,0.081261549,0.016988315,0.000599831,0.026304706,0.017830007,0.018238473,0.008083901,0.02219758,0.035983518,0.042786475,0.019191305,10,5,3.1,1.1,9.9,5,3.1,3.1,3.1,3.1,5.1,5,3.1
Philippines,2011,242974,31865,305242,105217,7.625105916,2.90107112,0.380463059,118,87,6.83,206,5754.1,60,25,13,57,18,93.5,12.1,2583,52,25.9,5.5,2617.0403,58.9389,56.7876,713.906,211.1314,19.6053,5.4557,1.2572,0.93738,19.425,1.7746,243.6258,6.9853,4.1134,37.5898,0.33007,0.81507,1.7396,44.58794,0.83684,5.2463,0.062883,0.17318,0.24394,6.563143,0.061244,1.7037,0.0068055,0.0096849,0.019418,1.8008524,0.82267,9.7355,0.095277,0.15342,0.52591,11.332777,0.82267,5.9495,0.068055,0.4411,0.62705,7.908375,0.015539,0.29747,0.0015653,0.0056575,0.079898,0.4001298,0.019196,0.17848,0.0016333,0.033945,0.032364,0.2656183,0.0025594,0.027043,0.00025521,0.00041233,0.00052591,0.03079585,0.0029708,0.040565,0.00027222,0.00038356,0.0020227,0.04621428,0.10055,2.0985,0.0098679,0.023973,0.021239,2.2541299,0.012843,0.10817,0.0010208,0.0014384,0.0010114,0.1244836,0.019287,0.31018,0.0016112,0.0030397,0.0038837,0.3380016,0.017037544,0.11135503,0.031712071,0.015874327,0.037457124,0.020409267,0.048686383,0.024495585,0.049301543,0.116042723,0.070147414,0.048387557,10,4,5.5,5.5,10,1,4,2.5,7.7,4.5,3,6.7,2.5
Poland,2011,117510,382817,306830,591841,0.30696129,0.51843316,1.688920323,136,NA,2.67,450,22520,101,52,,7.4,25,38.2,,NA,118,42.7,9.3,3788.0292,100.3469,144.9322,1112.4902,991.4741,14.7833,12.5578,2.0225,2.3243,23.3242,2.3933,431.5368,20.9213,3.5887,11.5263,0,0.080548,0.097545,15.293093,0.73009,1.6087,0,0.017318,0.013679,2.369787,0.053431,0.40632,0,0.00093014,0.0010889,0.46177004,0.71773,2.6535,0,0.0067123,0.02949,3.4074323,0.71773,1.8243,0,0.04411,0.035162,2.621302,0.013557,0.084582,0,0.00056575,0.0044803,0.10318505,0.016747,0.054729,0,0.0033945,0.0018148,0.0766853,0.0022329,0.0082923,0,4.51E-05,2.95E-05,0.010599758,0.0025918,0.013268,0,4.12E-05,0.00011342,0.016014453,0.087723,0.50583,0,0.0023973,0.001191,0.5971413,0.010367,0.033169,0,0.00014384,5.67E-05,0.043736552,0.016827,0.094284,0,0.00028384,0.00021778,0.11161262,0.004037216,0.023615946,0.003186111,0.003062887,0.002643843,0.006979839,0.006106587,0.005240919,0.006890011,0.025601791,0.01827458,0.00533488,5,8,5,5,8,6,4,5,4,5,6,4,5
Portugal,2011,263715,375713,949393,1324963,0.701905444,0.716543028,1.020854069,140,NA,2.46,395,26932.4,114,70,,5,21,10.6,,NA,143,52,12.8,3720.8262,100.3939,165.0603,1060.8799,875.9539,14.7397,11.6195,1.7728,2.0099,22.3468,2.3405,367.9821,29.2538,28.8873,23.2998,3.0489,1.634,6.4055,63.2755,5.877,3.2519,0.58563,0.3513,0.89826,10.96409,0.4301,0.82136,0.061295,0.018868,0.071503,1.403126,5.7775,5.364,0.88925,0.13616,1.9365,14.10341,5.7775,3.6877,0.63518,0.89479,2.3089,13.30407,0.10913,0.17098,0.014609,0.011477,0.2942,0.600396,0.13481,0.11063,0.015244,0.06886,0.11917,0.448714,0.017974,0.016762,0.0024137,0.00091425,0.0019365,0.04000045,0.020863,0.02682,0.0030171,0.00083644,0.0074482,0.05898474,0.70613,1.0225,0.092101,0.04863,0.078206,1.947567,0.083452,0.06705,0.0095277,0.0029178,0.0037241,0.1666716,0.13545,0.19059,0.01534,0.0057578,0.014301,0.3614388,0.017005766,0.109210719,0.008500687,0.013294068,0.015188094,0.040733258,0.038617324,0.022563431,0.029347102,0.087151941,0.071211963,0.012355277,8.7,4.3,7.6,5.6,6.3,6.5,6.5,6.6,7,6,5.7,5.5,7
Qatar,2011,10377,85780,94751,302952,0.120972255,0.312759117,2.58537892,NA,NA,1.77,30,134117.4,NA,NA,,7.2,NA,1.7,,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reunion,2011,13318,61936,44131,123375,0.215028416,0.357698075,1.663492114,NA,NA,NA,212,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reunion,2011,13318,61936,44131,123375,0.215028416,0.357698075,1.663492114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,,NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
