country,year,Q.exp,Q.imp,V.exp,V.imp,Q.balance,V.balance,UV.balance,energy_adequacy,food_deficit,food_price,food_production,gdp,protein_supply,protein_animal,undernourish,food_price_volatility,food_supply_variability,total_population,number_undernourished,dietary_energy_supply,fat_supply,food_over_acquisition,food_production_variability,calories,protein,fat,vitaminA,calcium,iron,zinc,thiamin,riboflavin,niacin,B6,magnesium,polyunsatFA,calories_demersalfish,calories_pelagicfish,calories_othermarinefish,calories_crustaceans,calories_molluscs,calories_seafood,protein_demersalfish,protein_pelagicFish,protein_othermarinefish,protein_crustaceans,protein_molluscs,protein_seafood,fat_demersalfish,fat_pelagicfish,fat_othermarinefish,fat_crustaceans,fat_molluscs,fat_seafood,vitaminA_demersalfish,vitaminA_pelagicfish,vitaminA_othermarinefish,vitaminA_crustaceans,vitaminA_molluscs,vitaminA_seafood,calcium_demersalfish,calcium_pelagicfish,calcium_othermarinefish,calcium_crustaceans,calcium_molluscs,calcium_seafood,iron_demersalfish,iron_pelagicfish,iron_othermarinefish,iron_crustaceans,iron_molluscs,iron_seafood,zinc_demersalfish,zinc_pelagicfish,zinc_othermarinefish,zinc_crustaceans,zinc_molluscs,zinc_seafood,thiamin_demersalfish,thiamin_pelagicfish,thiamin_othermarinefish,thiamin_crustaceans,thiamin_molluscs,thiamin_seafood,riboflavin_demersalfish,riboflavin_pelagicfish,riboflavin_othermarinefish,riboflavin_crustaceans,riboflavin_molluscs,riboflavin_seafood,niacin_demersalfish,niacin_pelagicFish,niacin_othermarinefish,niacin_crustaceans,niacin_molluscs,niacin_seafood,B6_demersalfish,B6_pelagicFish,B6_othermarinefish,B6_crustaceans,B6_molluscs,B6_seafood,polyunsatFA_demersalfish,polyunsatFA_pelagicFish,polyunsatFA_othermarinefish,polyunsatFA_crustaceans,polyunsatFA_molluscs,polyunsatFA_seafood,calories_percentseafood,protein_percentseafood,fat_percentseafood,vitaminA_percentseafood,calcium_percentseafood,iron_percentseafood,zinc_percentseafood,thiamin_percentseafood,riboflavin_percentseafood,niacin_percentseafood,B6_percentseafood,polyunsatFA_percentseafood,native,ex.imp,fishmeal,intensity,nutri,hatchery,antibiotic,habitat,GMO,code,trace,employment,waste
Luxembourg,2011,172096,221194,731008,753343,0.778031954,0.97035215,1.247188044,139,NA,1.26,352,91073.3,112,69,,7.6,6,0.5,,NA,141,50.4,14.1,3738.8726,109.9141,138.4931,1007.8052,1334.3731,17.3307,15.1337,1.9491,2.7447,22.7433,2.372,487.6911,20.8683,6.0717,12.0431,3.678,3.1414,7.1858,32.12,1.2352,1.6808,0.70648,0.67539,1.0077,5.30557,0.0904,0.42454,0.073943,0.036275,0.080214,0.705372,1.2143,2.7725,1.0727,0.26178,2.1725,7.49378,1.2143,1.9061,0.76625,1.7203,2.5902,8.19715,0.022937,0.088374,0.017624,0.022064,0.33005,0.481049,0.028334,0.057183,0.01839,0.13239,0.13369,0.369987,0.0037779,0.0086641,0.0029117,0.0017577,0.0021725,0.0192839,0.0043851,0.013863,0.0036397,0.0016081,0.0083556,0.0318515,0.14842,0.52851,0.11111,0.093493,0.087734,0.969267,0.01754,0.034656,0.011494,0.0056096,0.0041778,0.0734774,0.028469,0.098511,0.018505,0.01107,0.016043,0.172598,0.008590825,0.048270149,0.005093192,0.007435743,0.006143072,0.027757044,0.024447888,0.009893746,0.011604729,0.042617694,0.030976981,0.008270822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Macedonia,2011,18367,186323,59313,226202,0.098576129,0.262212536,2.660000342,118,NA,5.13,359,11641.2,80,32,,7.9,NA,2.1,,NA,106,22.3,8.5,3019.041,75.3208,107.354,776.7046,742.644,14.0311,8.7368,1.3395,1.7043,16.2528,2.1131,340.5697,26.7676,1.3493,4.7633,1.222,0.01726,0.032515,7.384375,0.2745,0.66481,0.23472,0.003711,0.0045597,1.1823007,0.020089,0.16792,0.024567,0.00019932,0.00036296,0.21313828,0.26985,1.0966,0.35641,0.0014384,0.0098301,1.7341285,0.26985,0.75391,0.25458,0.0094521,0.011721,1.2995131,0.0050972,0.034954,0.0058552,0.00012123,0.0014934,0.04752103,0.0062965,0.022617,0.0061098,0.0007274,0.00060493,0.03635563,0.00083954,0.0034268,0.00096739,9.66E-06,9.83E-06,0.005253218,0.00097447,0.005483,0.0012092,8.84E-06,3.78E-05,0.007713314,0.032982,0.20904,0.036913,0.0005137,0.00039699,0.27984569,0.0038979,0.013707,0.0038186,3.08E-05,1.89E-05,0.021473226,0.0063265,0.038963,0.006148,6.08E-05,7.26E-05,0.051570914,0.002445934,0.015696869,0.001985378,0.002232674,0.001749847,0.003386836,0.004161207,0.003921775,0.004525796,0.017218306,0.010161954,0.001926617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Madagascar,2011,42903,42300,381593,121888,1.014255319,3.130685547,3.086683884,98,215,7.3,156,1371.6,48,11,31.6,6.8,23,21.1,6.7,2073,26,9.3,1.7,2158.4905,43.6091,22.1979,330.7408,342.1236,12.2733,7.6555,0.87388,0.79005,12.8558,1.605,295.567,4.8228,0.23008,2.5372,1.6817,0.21548,0,4.66446,0.053596,0.4515,0.36437,0.015938,0,0.885404,0.0027068,0.086124,0.014014,0.00053425,0,0.10337905,0.018948,0.44226,0.47298,0.014247,0,0.948435,0.47911,0.65175,0.91093,0.68606,0,2.72785,0.00054137,0.025604,0.054305,0.0014247,0,0.08187507,0.0024091,0.011871,0.0082334,0.0031521,0,0.0256656,0.00021655,0.0027932,0.0013138,4.18E-05,0,0.004365399,8.12E-05,0.0032587,0.0015328,3.56E-05,0,0.004908321,0.0092033,0.2188,0.051467,0.001966,0,0.2814363,0.00086619,0.0093107,0.0052553,0.00013356,0,0.01556575,0.0011423,0.026698,0.0081283,0.00028226,0,0.03625086,0.002160982,0.020303194,0.004657155,0.002867608,0.007973288,0.006670991,0.00335257,0.004995422,0.006212671,0.021891776,0.009698287,0.007516559,10,1,1,3,3,5,1,1,7,3,3,6,1
Malawi,2011,134135,74509,42628,238376,1.800252319,0.178826728,0.099334258,111,145,8.16,167,758.6,62,6,21.8,23.4,7,15,3.3,2326,39,20.6,6.1,2482.162,61.0421,37.084,580.1569,286.6801,19.1378,10.1968,2.006,1.0816,17.0089,2.4727,600.8265,14.1132,0,0.10572,0.27827,0,0,0.38399,0,0.018812,0.060292,0,0,0.079104,0,0.0035885,0.0023189,0,0,0.0059074,0,0.018427,0.078263,0,0,0.09669,0,0.027156,0.15073,0,0,0.177886,0,0.0010668,0.0089858,0,0,0.0100526,0,0.00049463,0.0013624,0,0,0.00185703,0,0.00011638,0.0002174,0,0,0.00033378,0,0.00013578,0.00025363,0,0,0.00038941,0,0.0091167,0.0085162,0,0,0.0176329,0,0.00038795,0.00086959,0,0,0.00125754,0,0.0011124,0.001345,0,0,0.0024574,0.0001547,0.001295893,0.000159298,0.000166662,0.000620503,0.000525275,0.000182119,0.000166391,0.000360031,0.001036687,0.00050857,0.000174121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,2011,621401,231640,904988,606143,2.682615265,1.493027223,0.556556597,122,25,2.84,466,21866.3,79,43,<5.0,2.8,32,28.3,ns,2858,87,25.8,13.7,2890.9969,73.8039,88.7824,370.7178,293.6787,13.8758,7.0539,1.1445,1.013,20.0185,1.7498,255.6579,13.7983,8.7983,43.6788,14.9019,2.7363,5.2187,75.334,1.79,6.0962,2.839,0.58138,0.73183,12.03841,0.131,1.9797,0.30725,0.032514,0.058255,2.508719,1.7597,11.3125,4.3016,0.51507,1.5777,19.46657,1.7597,6.9132,3.0725,1.4808,1.8811,15.1073,0.033238,0.34566,0.070669,0.018993,0.23969,0.70825,0.041059,0.2074,0.073741,0.11396,0.097092,0.533252,0.0054745,0.031424,0.011522,0.0013842,0.0015777,0.0513824,0.0063543,0.047135,0.01229,0.0012877,0.0060682,0.0731352,0.21507,2.4385,0.44552,0.080479,0.063716,3.243285,0.02747,0.12569,0.046088,0.0048288,0.0030341,0.2071109,0.041254,0.36043,0.072743,0.010205,0.011651,0.496283,0.026058139,0.163113467,0.028256941,0.052510481,0.051441592,0.051042102,0.075596762,0.044895063,0.072196644,0.162014387,0.118362613,0.035966967,10,4.3,8.3,5.9,5.9,2.9,8.3,4.3,9.3,4.6,4.6,5.1,6
Maldives,2011,77851,1038122,352602,4046659,0.074992149,0.087134102,1.161909657,119,67,3.22,26,11126.9,105,71,10,26.5,69,0.3,<0.1,2669,64,21.1,1.9,2654.7639,104.1913,61.7232,458.1596,356.405,21.0728,12.0148,2.3154,1.3368,35.1886,2.8779,533.9455,11.2899,0.39353,255.3994,56.6216,1.283,0.55276,314.25029,0.080062,35.6457,10.8761,0.27585,0.077514,46.955226,0.0058593,9.0033,1.1383,0.014816,0.0061703,10.1684456,0.078707,58.797,16.5146,0.10692,0.16711,75.664337,0.078707,40.4229,11.7962,0.7026,0.19925,53.199657,0.0014867,1.8742,0.27131,0.0090116,0.025388,2.1813963,0.0018365,1.2127,0.28311,0.05407,0.010284,1.5620005,0.00024487,0.18374,0.044825,0.00071788,0.00016711,0.22969486,0.00028422,0.29398,0.056032,0.00065678,0.00064274,0.35159574,0.0096197,11.2082,1.7104,0.038185,0.0067488,12.9731535,0.0011369,0.73496,0.17694,0.0022911,0.00032137,0.91564937,0.0018452,2.0891,0.28488,0.0045211,0.0012341,2.3815804,0.118372218,0.450663597,0.164742683,0.165148426,0.149267426,0.103517155,0.130006367,0.099203101,0.263012971,0.368674898,0.318165805,0.210947874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mali,2011,19455,1892004,10805,226369,0.010282748,0.047731801,4.641930502,135,27,7.77,232,1528.4,82,27,<5.0,9,34,14,ns,2828,64,44,11.3,2797.7633,76.3509,59.1965,648.1376,541.6703,25.9983,16.3462,1.6155,1.4991,15.7031,2.3599,676.4391,17.4066,0,0.74001,0.79851,0.016575,0,1.555095,0,0.13169,0.17301,0.001226,0,0.305926,0,0.025119,0.0066542,4.11E-05,0,0.031814296,0,0.12899,0.22458,0.0010959,0,0.3546659,0,0.19009,0.43253,0.052774,0,0.675394,0,0.0074679,0.025785,0.00010959,0,0.03336249,0,0.0034624,0.0039094,0.00024247,0,0.00761427,0,0.00081468,0.00062384,3.22E-06,0,0.001441739,0,0.00095047,0.00072781,2.74E-06,0,0.00168102,0,0.063817,0.024438,0.00015123,0,0.08840623,0,0.0027156,0.0024953,1.03E-05,0,0.005221174,0,0.007787,0.0038595,2.17E-05,0,0.011668212,0.000555835,0.004006842,0.000537435,0.000547208,0.001246873,0.001283257,0.000465813,0.000892441,0.001121353,0.005629858,0.002212456,0.000670333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malta,2011,187772,650722,688256,1683395,0.288559477,0.408849973,1.416865518,133,NA,2.49,179,28177.5,109,59,,10.5,14,0.4,,NA,114,40.4,7.1,3542.3711,98.8974,110.5879,640.5476,617.1978,15.5404,11.5997,1.6609,1.7443,23.3971,2.2091,369.0923,21.3706,4.6193,31.5233,2.214,1.0011,7.2346,46.5923,0.93978,4.3997,0.42528,0.21524,1.0145,6.9945,0.068777,1.1113,0.044512,0.01156,0.080758,1.316907,0.92387,7.2572,0.64576,0.083425,2.1872,11.097455,0.92387,4.9893,0.46126,0.54822,2.6078,9.53045,0.017451,0.23132,0.010609,0.0070315,0.33229,0.5987015,0.021557,0.14968,0.01107,0.042189,0.1346,0.359096,0.0028743,0.022679,0.0017528,0.00056014,0.0021872,0.03005344,0.0033362,0.036286,0.002191,0.00051247,0.0084123,0.05073797,0.11292,1.3834,0.066883,0.029795,0.088329,1.681327,0.013345,0.090715,0.0069189,0.0017877,0.0042062,0.1169728,0.02166,0.25786,0.011139,0.0035277,0.016152,0.3103387,0.013152857,0.070724812,0.011908238,0.01732495,0.015441484,0.038525488,0.030957352,0.018094672,0.029087869,0.071860487,0.052950432,0.014521759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marshall Islands,2011,95938,77681,183430,251509,1.235025296,0.729317838,0.590528664,NA,NA,NA,78,3505.3,NA,NA,,NA,NA,0.1,,NA,NA,NA,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Martinique,2011,4057,90008,26259,116732,0.045073771,0.22495117,4.990733283,NA,NA,NA,205,NA,NA,NA,,NA,NA,0.4,,NA,NA,NA,30.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania,2011,20546,7559,93399,36244,2.718084403,2.576950668,0.948076029,126,51,10.07,131,3375,80,32,7.9,3.7,61,3.6,0.3,2795,77,35,4.7,2672.5446,69.4719,74.7096,1299.7239,552.229,27.3891,21.3209,1.4319,1.3471,12.9349,1.4659,413.1289,15.1647,0.53981,6.6072,1.3067,0.049726,0,8.503436,0.12574,1.1758,0.28311,0.0036781,0,1.5883281,0.0063507,0.22428,0.010889,0.00012329,0,0.24164299,0.044455,1.1517,0.3675,0.0032877,0,1.5669427,1.1241,1.6973,0.70777,0.15832,0,3.68749,0.0012701,0.066678,0.042194,0.00032877,0,0.11047087,0.0056521,0.030914,0.0063972,0.0007274,0,0.0436907,0.00050805,0.007274,0.0010208,9.66E-06,0,0.008812508,0.00019052,0.0084863,0.001191,8.22E-06,0,0.009876039,0.021592,0.56979,0.039989,0.0004537,0,0.6318247,0.0020322,0.024247,0.0040833,3.08E-05,0,0.030393322,0.00268,0.069527,0.0063155,6.51E-05,0,0.078587637,0.003181775,0.022862886,0.00323443,0.001205597,0.006677465,0.004033388,0.002049196,0.006154415,0.007331333,0.048846508,0.020733558,0.005182274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritius,2011,57641,440390,223421,1176992,0.13088626,0.18982372,1.450295243,129,35,4.83,207,16179.3,90,39,<5.0,5.8,54,1.2,ns,3111,89,35,6.8,2801.0559,76.4262,80.2089,362.2522,300.4532,18.0121,11.1805,1.4966,1.0476,21.1393,2.0457,391.4318,30.4407,5.7875,17.7073,3.2787,3.3151,1.1125,31.2011,1.3481,3.1511,0.71039,0.24521,0.18403,5.63883,0.068088,0.60107,0.027323,0.0082192,0.023914,0.7286142,0.47661,3.0866,0.92214,0.21918,0.27033,4.97486,12.0515,4.5487,1.776,10.5548,1.3724,30.3034,0.013618,0.1787,0.10588,0.021918,0.042629,0.362745,0.060598,0.082851,0.016052,0.048493,0.016636,0.22463,0.005447,0.019494,0.0025615,0.00064384,0.00027033,0.02841667,0.0020426,0.022743,0.0029884,0.00054795,0.0010397,0.02936165,0.2315,1.527,0.10034,0.030247,0.010917,1.900004,0.021788,0.064981,0.010246,0.0020548,0.00051986,0.09958966,0.028733,0.18633,0.015847,0.0043425,0.0019963,0.2372488,0.011139049,0.073781373,0.009083957,0.01373314,0.100858969,0.020138962,0.02009123,0.018987485,0.028027539,0.089880176,0.048682436,0.007793802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mayotte,2011,20493,226531,66539,250118,0.09046444,0.266030434,2.940718302,NA,NA,NA,NA,NA,NA,NA,,NA,NA,0.2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mexico,2011,256179,120109,319745,262234,2.132887627,1.21931176,0.571671824,129,29,3.56,277,15729.6,86,41,<5.0,6.1,25,117.9,ns,3037,91,37.4,3.8,3066.8173,86.1759,83.4027,1445.3718,659.3644,44.7473,28.4892,4.0697,2.9662,36.8731,3.3894,611.5374,25.8414,0.86675,6.384,1.9932,0.97117,1.5206,11.73572,0.17718,1.1728,0.43351,0.20141,0.25502,2.23992,0.011135,0.18136,0.032112,0.012386,0.032146,0.269139,0.096822,0,0.68811,0,0.09159,0.876522,0.25174,1.5718,0.34405,0.68295,1.6343,4.48484,0.01065,0.060455,0.025231,0.012733,0.053877,0.162946,0.0048411,0.030227,0.0068811,0.020836,0.03053,0.0933152,0.00077458,0.0030227,0.001835,0.0015048,0.00089795,0.00803503,0.0010166,0.00665,0.0011468,0.00069452,0.0034122,0.01292012,0.024205,0.20555,0.050461,0.021993,0.032326,0.334535,0.0027788,0.024182,0.0068811,0.0017363,0.00089795,0.03647615,0.0033888,0.04655,0.0091748,0.0034726,0.014906,0.0774922,0.003826677,0.025992418,0.003226982,0.000606434,0.006801762,0.003641471,0.003275459,0.001974354,0.004355782,0.009072603,0.010761831,0.002998762,9.5,5,3.4,3.4,3.4,4.9,3.4,3.2,5.1,5,5.1,3.2,5.3
Micronesia,2011,13091,52102,66066,79828,0.251257149,0.827604349,3.293853931,NA,NA,NA,104,3410.3,NA,NA,,NA,NA,0.1,,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Republic of Moldova,2011,280313,222927,903810,231751,1.257420591,3.899918447,3.101522654,113,NA,4.69,383,4179.2,72,33,,7.8,34,3.6,,NA,87,17.2,38,2936.5967,66.8447,96.061,556.5872,638.3712,13.2951,7.289,1.185,1.5696,16.8745,1.7255,269.8707,23.8819,1.4523,13.4586,2.1657,0.051781,0.032515,17.160896,0.29547,1.8784,0.41599,0.011133,0.0045597,2.6055527,0.021624,0.47444,0.043539,0.00059795,0.00036296,0.54056391,0.29047,3.0984,0.63165,0.0043151,0.0098301,4.0346652,0.29047,2.1301,0.45118,0.028356,0.011721,2.911827,0.0054866,0.098761,0.010377,0.0003637,0.0014934,0.1164817,0.0067775,0.063904,0.010828,0.0021822,0.00060493,0.08429663,0.00090367,0.0096825,0.0017145,2.90E-05,9.83E-06,0.012339473,0.0010489,0.015492,0.0021431,2.65E-05,3.78E-05,0.018748315,0.035501,0.59063,0.065421,0.0015411,0.00039699,0.69349009,0.0041956,0.03873,0.0067677,9.25E-05,1.89E-05,0.04980467,0.0068098,0.11009,0.010896,0.00018247,7.26E-05,0.128050862,0.005843804,0.038979197,0.005627298,0.007248936,0.004561338,0.00876125,0.01156491,0.010413057,0.011944645,0.041096927,0.028863906,0.005361837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mongolia,2011,6570,178395,14274,321776,0.036828386,0.044360052,1.204507066,104,205,4.78,290,8889.3,78,46,25.9,18.7,28,2.7,0.7,2450,91,11.8,38.6,2214.2837,80.7692,74.2948,2222.7083,718.5361,43.8874,28.154,1.3582,1.2831,15.7722,1.1327,228.9164,12.8125,0.054658,0.060132,0.39522,0,0,0.51001,0.0096822,0.0089712,0.065282,0,0,0.0839354,0.0013534,0.0024732,0.010939,0,0,0.0147656,0.0072877,0.007274,0.052932,0,0,0.0674937,0.02863,0.026186,0.19055,0,0,0.245366,0.00041644,0.0006789,0.0042345,0,0,0.00532984,0.00042164,0.00049463,0.0029995,0,0,0.00391577,1.56E-05,1.45E-05,0.00010586,0,0,0.000136024,3.64E-05,2.91E-05,0.00024701,0,0,0.000312544,0.0011973,0.0029581,0.0094783,0,0,0.0136337,0.00014627,0.00019397,0.0010586,0,0,0.00139884,0.00021967,0.00055137,0.0017044,0,0,0.00247544,0.000230327,0.001039201,0.000198743,3.04E-05,0.00034148,0.000121444,0.000139084,0.00010015,0.000243585,0.000864413,0.001234961,0.000193205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montenegro,2011,18283,246480,92294,371669,0.074176404,0.248323105,3.347737179,144,NA,5.58,271,14215.5,111,58,,9.1,NA,0.6,,NA,137,58.3,8.5,3482.9716,99.882,121.5212,727.1363,1193.0905,13.7823,11.7252,1.9159,2.3542,17.9079,2.3496,402.5347,23.0145,1.3493,6.5383,2.6738,0.18986,1.3494,12.10066,0.2745,0.91254,0.51359,0.040821,0.18923,1.930681,0.020089,0.23049,0.053754,0.0021925,0.015063,0.3215885,0.26985,1.5052,0.77986,0.015822,0.40795,2.978682,0.26985,1.0348,0.55704,0.10397,0.4864,2.45206,0.0050972,0.047979,0.012812,0.0013336,0.061977,0.1291988,0.0062965,0.031045,0.013369,0.0080014,0.025105,0.0838169,0.00083954,0.0047038,0.0021168,0.00010623,0.00040795,0.00817432,0.00097447,0.0075261,0.0026459,9.72E-05,0.001569,0.012812662,0.032982,0.28693,0.080771,0.0056507,0.016475,0.4228087,0.0038979,0.018815,0.0083556,0.00033904,0.00078452,0.03219206,0.0063265,0.053483,0.013453,0.00066904,0.0030126,0.07694414,0.003474234,0.019329619,0.002646357,0.004096456,0.002055217,0.009374255,0.007148441,0.004266569,0.00544247,0.023610178,0.013701081,0.00334329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morocco,2011,94415,137556,122470,245933,0.686375004,0.497981157,0.725523445,140,39,5.69,272,6746.9,94,23,5.3,9.5,21,31.7,1.7,3300,65,45.2,19.9,3571.921,95.6875,69.7064,615.1927,482.7375,33.7061,11.7553,3.4198,2.4397,35.9048,2.0689,475.6489,19.118,1.7334,17.2333,2.6375,0.65014,0.016258,22.270598,0.35266,2.4052,0.50662,0.13978,0.0022798,3.4065398,0.025809,0.60751,0.053025,0.0075075,0.00018148,0.69403298,0.34668,3.9674,0.76927,0.054178,0.0049151,5.1424431,0.34668,2.7276,0.54948,0.35603,0.0058603,3.9856503,0.0065485,0.12646,0.012638,0.0045664,0.00074671,0.15095961,0.0080893,0.081827,0.013188,0.027399,0.00030247,0.13080577,0.0010786,0.012398,0.002088,0.00036377,4.92E-06,0.015933285,0.0012519,0.019837,0.00261,0.00033281,1.89E-05,0.024050614,0.042373,0.75628,0.079675,0.019349,0.00019849,0.89787549,0.0050077,0.049592,0.0082422,0.001161,9.45E-06,0.064012352,0.0081278,0.14097,0.01327,0.002291,3.63E-05,0.164695096,0.006234908,0.035600677,0.009956517,0.008359077,0.008256351,0.004478703,0.011127387,0.004659128,0.009858021,0.025007116,0.030940283,0.008614661,8.3,3,4.3,4.6,8.1,5,5.2,4.5,5.7,5,6,7.8,5.9
Mozambique,2011,59133,16824,65104,56523,3.514800285,1.151814306,0.327704055,106,231,8.61,105,951.8,45,6,31.8,7.1,33,24,7.6,2223,39,17.6,9.2,2460.1753,49.7352,43.11,391.388,385.7603,20.1932,8.9415,1.4893,0.7812,12.1572,1.7651,502.3997,12.8245,0.026548,0.12333,6.1461,0.49726,0,6.793238,0.0061841,0.021948,1.3317,0.036781,0,1.3966131,0.00031233,0.0041866,0.051218,0.0012329,0,0.05694983,0.0021863,0.021499,1.7286,0.032877,0,1.7851623,0.055282,0.031682,3.3291,1.5832,0,4.999264,6.25E-05,0.0012447,0.19847,0.0032877,0,0.203064866,0.00027797,0.00057707,0.03009,0.007274,0,0.03821904,2.50E-05,0.00013578,0.0048016,9.66E-05,0,0.005058941,9.37E-06,0.00015841,0.0056019,8.22E-05,0,0.005851872,0.0010619,0.010636,0.1881,0.004537,0,0.2043349,9.99E-05,0.0004526,0.019207,0.00030822,0,0.020067765,0.0001318,0.0012978,0.029706,0.00065137,0,0.03178697,0.002761282,0.028080979,0.001321035,0.004561106,0.012959509,0.010056101,0.004274343,0.003396858,0.007490875,0.016807727,0.011369194,0.002478613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,2011,33718,87924,105146,129267,0.383490287,0.813401719,2.121049076,107,149,8.73,321,NA,79,32,20.2,3.1,31,51.9,10.5,2478,70,13,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,1,1,10,3,1,1,7,4,3,6,1
Namibia,2011,148610,128329,382533,732435,1.158039103,0.522275697,0.451000053,90,278,3.35,185,8625.7,59,23,37.6,6,68,2.2,0.8,2065,49,3.5,15.3,2584.2181,63.1942,89.5139,299.6955,398.0855,24.9273,9.5002,1.8479,1.3412,17.2703,2.0257,763.6083,12.6341,1.1239,13.3906,0.62913,0.16575,0.40455,15.71393,0.26179,2.3829,0.13631,0.01226,0.066921,2.860181,0.013222,0.45454,0.0052427,0.00041096,0.0086959,0.48211156,0.092553,2.3341,0.17694,0.010959,0.098301,2.712853,2.3403,3.4398,0.34078,0.52774,0.49907,7.14769,0.0026444,0.13513,0.020316,0.0010959,0.015501,0.1746873,0.011768,0.062653,0.0030801,0.0024247,0.0060493,0.0859751,0.0010578,0.014742,0.00049151,3.22E-05,9.83E-05,0.016421803,0.00039666,0.017199,0.00057342,2.74E-05,0.00037808,0.018574557,0.044955,1.1548,0.019254,0.0015123,0.0039699,1.2244912,0.004231,0.04914,0.001966,0.00010274,0.00018904,0.05562878,0.0055796,0.14091,0.0030408,0.00021712,0.00072592,0.15047344,0.006080729,0.045260182,0.005385885,0.009052031,0.017955163,0.007007871,0.00904982,0.008886738,0.013849207,0.070901559,0.02746151,0.011910104,4.4,1,10,7.1,3.4,4,8.8,7.8,8,3,5,4.6,9.4
