"","","country","year","Q.balance","UV.balance","energy_adequacy","gdp","polyunsatFA_percentseafood","calories_percentseafood","protein_percentseafood","vitaminA_percentseafood","thiamin_percentseafood","niacin_percentseafood","riboflavin_percentseafood","B6_percentseafood","iron_percentseafood","calcium_percentseafood","zinc_percentseafood","native","fishmeal","habitat","spp_farmed","prod_ratio","vitamins_all","trade","fs","nutrition","ecol"
"77",93,"Iran",2011,0.826288479692626,0.883532122138781,1,0.129828172670773,0.0116863110526787,0.020322209662853,0.0261596915448025,0.0179133507386025,0.0179108738599318,0.027368265914915,0.0185187061753013,0.0209145040010998,0.0197104176338242,0.00777032056535662,0.018761250971707,0,0.222222222222222,0.735294117647059,NA,NA,0.0186084612325923,NA,0.564914086335387,0.0188214456473702,0.31917211328976
"78",94,"Iraq",2011,0.00540384226155344,0.935989742328766,1,0.0944552184526926,0.00233338687871815,0.00558466875009209,0.00952410696076538,0.0130744192367827,0.00495096383636048,0.00563685687269268,0.0054135562454585,0.00719610942511409,0.00436641353081404,0.00432345663053497,0.00493414092828342,NA,NA,NA,0.0340909090909091,0.660895591673823,0.0062369895882551,0.534096392088047,0.547227609226346,0.00612164357232877,NA
"79",95,"Ireland",2011,0.901133524895207,0.946267348470484,1,0.337500365167719,0.0332184397485512,0.0540641867875286,0.0767897909228042,0.0271222321103503,0.0875865230573924,0.0918373374609662,0.0298324912169369,0.0835778008496193,0.172658304178328,0.00962982281894763,0.105594115883385,0.9,0.7,0.838235294117647,0.215909090909091,0.589779774598572,0.0759798284469907,0.812393549321421,0.668750182583859,0.0701737313668009,0.812745098039216
"80",96,"Israel",2011,0.7312216535198,0.949625702387545,1,0.224397997607496,0.0152160442492157,0.0475642485630434,0.0752703452347354,0.0324332819614119,0.0923328135444842,0.0818917225829334,0.0387489643093652,0.0808112565761048,0.0793196917004032,0.0180574237389745,0.0701453246754116,NA,NA,NA,0.181818181818182,0.848263582720928,0.0617175598861361,0.843036979542758,0.612198998803748,0.0574355561032803,NA
"81",97,"Italy",2011,0.914681086803227,0.665611024912744,1,0.264300529661731,0.0199212868620079,0.0566310810863785,0.089729321873329,0.0467079921305454,0.0862117476352803,0.0837200854635168,0.0438275115821812,0.0889176110770782,0.267046037963181,0.0245021806672306,0.160873194366614,1,0.3,0.558823529411765,0.568181818181818,0.686527214345417,0.100225795110703,0.755606442020463,0.632150264830866,0.0880080046097584,0.619607843137255
"82",98,"Jamaica",2011,0.891983621882578,0.925385410765584,1,0.0589069837296246,0.0739567868926966,0.113792264015844,0.19398526399105,0.0555520272531568,0.120657137147305,0.141665852655153,0.0865154854137004,0.151596722120656,0.170995537860514,0.0500660860317093,0.220669573158636,NA,NA,NA,0.0568181818181818,0.519078102716612,0.124714802705104,0.778815711788258,0.529453491864812,0.125404794230947,NA
"83",99,"Japan",2011,0.985893091888138,0.793140576329038,1,0.252424151855839,0.0794444776791839,0.206125765485817,0.279207816480627,0.136054545843415,0.126823670340776,0.319815995746398,0.180828043819207,0.292003984950833,0.806131890349971,0.33895525234644,0.546573329568083,1,0.977777777777778,0.764705882352941,0.465909090909091,0.607060300506327,0.34339833912064,0.795364656241168,0.626212075927919,0.301087706600977,0.914161220043573
"84",100,"Jordan",2011,0.663823744305691,0.960775996362012,1,0.0799631161877539,0.0127599306278624,0.0278058249579298,0.0405478089486878,0.0516521187169281,0.0301519773716887,0.0387656679873899,0.0283495981677567,0.0354027584878668,0.0297716802165731,0.0150543296328586,0.0267077382639066,NA,NA,NA,0.0113636363636364,0.715423596209632,0.0319819836056211,0.780007778959112,0.539981558093877,0.0306335848526771,NA
"85",102,"Kenya",2011,0.830654817362475,0.419077285903816,1,0.0150231872138115,0.000594726417740649,0.000736118791746629,0.00138398537843548,0.000169370626020236,0.000978806791473455,0.00195921431001825,0.000409004189745319,0.000999346481768309,0.00131322022394116,0.00188386987692127,0.000825127348543889,NA,NA,NA,0.0795454545454545,0.561491879064744,0.00106724498105399,0.603741327443678,0.507511593606906,0.00102298094875951,NA
"86",103,"Kiribati",2011,0.937109971229993,0.962659411620227,1,0.00780672402983364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.666666666666667,0.294117647058824,0.0340909090909091,0.523008491882587,NA,0.807592624910935,0.503903362014917,NA,0.65359477124183
"87",104,"North Korea",2011,0.973412750585542,0.731264022401236,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.722222222222222,1,0.882352941176471,NA,NA,NA,NA,NA,NA,0.868191721132898
"88",105,"South Korea",2011,0.989943027424436,0.860368625056289,1,0.230036936246585,0.0667571372219344,0.179705344311982,0.262279070398832,0.0677562678091972,0.111471152858076,0.256960947523023,0.152642105884715,0.227854499535342,0.586404373620268,0.281813914389006,0.425881673987435,0.844444444444444,1,0.882352941176471,NA,NA,0.263848116950883,NA,0.615018468123293,0.238138771594528,0.908932461873638
"89",106,"Kuwait",2011,0.894443157852345,0.585342697521875,1,0.566976253985946,0.0176963798796906,0.0406716235321725,0.0609371775806343,0.047690505258313,0.0402170327886968,0.0490062670172351,0.0405188074643348,0.0431354912359387,0.0702595473695432,0.0281924298118332,0.0709464595920562,NA,NA,NA,0.0681818181818182,0.532999688311284,0.0487458175672439,0.670928514561835,0.783488126992973,0.0462974292300408,NA
"90",109,"Latvia",2011,0.96823968796789,0.868101456423584,1,0.141077585593441,0.0508379435511411,0.0943548500470346,0.142523299833471,0.0435783475332165,0.150545101827108,0.189957328883802,0.0746142026837974,0.152559376275071,0.21039173883749,0.0278677072588277,0.143034109707353,NA,NA,NA,0.227272727272727,0.320930006214069,0.124068489125833,0.719090383535181,0.57053879279672,0.116387636948937,NA
"91",110,"Lebanon",2011,0.926613689737213,0.863460105159116,1,0.11829336713101,0.0115092234651446,0.0348673948697665,0.0580139889267011,0.0442568715727881,0.038914551356714,0.0455750568816124,0.0328495910591207,0.0408937512884789,0.0432277605850287,0.0219598551483402,0.04998030489804,NA,NA,NA,0.0454545454545455,0.641391802946562,0.0397072178487654,0.810488532614297,0.559146683565505,0.038368031822885,NA
"92",112,"Liberia",2011,0.657847230594364,0.833313514622944,1,0.000865166595131247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0454545454545455,0.286073552712298,NA,0.592411432643202,0.500432583297566,NA,NA
"93",113,"Libya",2011,0.826178739893913,0.936471807400851,NA,0.0779496375663575,0.0119593716546283,0.0114719040362661,0.0249237338372954,0.0100270256660262,0.020175648688348,0.0206463591213818,0.011653132582763,0.0208344428704817,0.0198224891656216,0.00563330872853827,0.0181165707111699,NA,NA,NA,0.0340909090909091,0.160520262006554,0.0158636221917913,0.641056936433773,NA,0.0159330897329564,NA
"94",114,"Lithuania",2011,0.8186713108911,0.602717649603634,1,0.164228844429563,0.126066563711986,0.161560299120557,0.190701647498511,0.0724699788900134,0.242973063981109,0.359816579864835,0.123037315365916,0.259799613622532,0.379516278170217,0.0259708607176984,0.201112356527815,NA,NA,NA,0.170454545454545,0.450901467683804,0.208087005892517,0.624096809392846,0.582114422214782,0.194820414315563,NA
"95",117,"Madagascar",2011,0.998788390059265,0.7340246848288,0.833333333333333,0.00565167269287035,0.035522574367281,0.0181880565625806,0.0449417849887727,0.017318422033039,0.0502511482732397,0.0590746232819336,0.023535768213762,0.0303785531979259,0.0644170374811699,0.0297097257146962,0.0257349793818548,1,0,0,0.102272727272727,0.536347013067074,0.0375525321972026,0.756386695985046,0.419492503013102,0.036279333954205,0.333333333333333
"96",119,"Malaysia",2011,0.915532653310808,0.861717426437721,1,0.15916967976851,0.170407295856893,0.220083458112213,0.361867142121701,0.317927806282343,0.45249689539604,0.439268791272307,0.274434966951649,0.37194858843221,0.493064427992495,0.191893045065033,0.58146241018617,1,0.811111111111111,0.485294117647059,0.534090909090909,0.640127623659392,0.390312116447281,0.80579256780264,0.579584839884255,0.352259529788096,0.765468409586057
"97",120,"Maldives",2011,0.77826958380624,0.96458729894895,1,0.0787249167230336,1,1,1,1,1,1,1,1,1,0.556888156821293,1,NA,NA,NA,NA,NA,0.944611019602662,NA,0.539362458361517,0.959717105165572,NA
"98",122,"Malta",2011,0.893614290647662,0.917772573103099,1,0.206444479900045,0.0687345568098185,0.111053036982987,0.156837721857895,0.104863973163845,0.182310421763905,0.194654544099969,0.110517024240441,0.166335193573244,0.372147601520931,0.0575740936651668,0.238080555601646,NA,NA,NA,0.0795454545454545,0.71286876352384,0.178310425953643,0.841418542424867,0.603222239950023,0.160282611207259,NA
"99",123,"Marshall Islands",2011,0.981931012880461,0.875699230082126,NA,0.0216344083121911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.619210080987529,NA,NA,NA
"100",124,"Martinique",2011,0.734693149481273,0.620638483779019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0454545454545455,0.392210521441812,NA,0.582514051567368,NA,NA,NA
"101",125,"Mauritania",2011,0.914408307238637,0.987417272895317,1,0.0206583805429651,0.0244556194715066,0.026812237783554,0.0506222678014503,0.00725421597216959,0.0619354640593165,0.132210799042629,0.0277893980983784,0.0650662749465509,0.0389364574894982,0.0248749183702341,0.0157089736318404,NA,NA,NA,NA,NA,0.0467220627013271,NA,0.510329190271482,0.0432424206061025,NA
"102",126,"Mauritius",2011,0.825942935142469,0.912269435851153,1,0.116570524560619,0.0368369964606283,0.0940393572886253,0.163620859136286,0.0831139871700752,0.191311260448793,0.243547300364697,0.106485197490668,0.152919387321432,0.194524454098081,0.376272776913946,0.154494569037269,NA,NA,NA,0.125,0.528245086550694,0.18783361660562,0.755485819181439,0.55828526228031,0.163378740520955,NA
"103",127,"Mayotte",2011,0.79432547626821,0.745456497956817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0568181818181818,0.448098516377246,NA,0.662626830200758,NA,NA,NA
"104",128,"Mexico",2011,0.935161573003886,0.868040868261949,1,0.113201992804511,0.0141034864550231,0.0322606996340646,0.0575673427314515,0.00362602103480233,0.0197944392825803,0.024292408061439,0.0164750845194777,0.0337216444857991,0.035150340902356,0.0253386792762333,0.0251418147726257,0.944444444444444,0.266666666666667,0.323529411764706,0.511363636363636,0.539758668905426,0.0229425540419142,0.780987036723754,0.556600996402255,0.0261338146505321,0.511546840958606
"105",129,"Micronesia",2011,0.881765458914392,0.718695033814935,NA,0.0209227994244208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",130,"Republic of Moldova",2011,0.980392731111068,0.732892952194525,1,0.0266823370434374,0.0253069360939198,0.0493024199375135,0.0863876753736377,0.0438492860358987,0.104868698296149,0.111183889255963,0.0453311772866046,0.0906228062853363,0.0846099973969766,0.0169794987323556,0.0889071525731822,NA,NA,NA,NA,NA,0.0732940632328083,NA,0.513341168521719,0.0679408670243216,NA
"107",132,"Montenegro",2011,0.777333370889355,0.714865895409406,1,0.101860445257426,0.0157369098957475,0.0292830809571501,0.0427812218997946,0.0247596360138654,0.0429032621223921,0.0637371571442451,0.0206071356234341,0.0429607366793343,0.0905319359668807,0.00762898387275619,0.0549341382359618,NA,NA,NA,0.0681818181818182,0.665612958227268,0.0435078732073587,0.719270741508676,0.550930222628713,0.0396240180374147,NA
"108",133,"Morocco",2011,0.967786840354859,0.924282189430698,1,0.0459160016868876,0.040728727559783,0.0526066665107635,0.0788900448804816,0.050571677031277,0.0468608212454122,0.0675274639109677,0.0373969431708862,0.0971495864270514,0.0432384257838136,0.0307658538057592,0.0855415736113772,0.811111111111111,0.366666666666667,0.514705882352941,0.204545454545455,0.204918293623347,0.0573815431233181,0.698995774469635,0.522958000843444,0.0573888894488702,0.564161220043573
"109",134,"Mozambique",2011,0.892404907662475,0.736727390424867,1,0.0025071104709128,0.0116374355991584,0.0232596979109738,0.0622022889920676,0.0275732956985384,0.034135324812482,0.0452800917228744,0.0283960448058303,0.0356307991177433,0.0971189134403675,0.0483136692408655,0.032825577627798,NA,NA,NA,0.125,0.324393423793191,0.0436592145583124,0.651175240626844,0.501253555235456,0.0405793762698817,NA
"110",135,"Myanmar",2011,0.917959454898182,0.822562161352715,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0.25,0.610310837829708,NA,0.783610818026868,NA,NA,0.333333333333333
"111",136,"Namibia",2011,0.987440377360807,0.812089961280663,0.166666666666667,0.0599893783010226,0.0563525777077279,0.0513040834831874,0.100326472439529,0.0547678176384714,0.0894812083058828,0.192052688264421,0.0525731340530852,0.0862145844818677,0.0676714687915658,0.0669528079577979,0.0695602062616832,0.377777777777778,1,1,0.102272727272727,0.249210003313906,0.0849092394693468,0.682913447318459,0.113328022483845,0.0806597317622926,0.792592592592593
"112",138,"Netherlands",2011,0.966801913079809,0.743911549661617,1,0.3428546602517,0.0488494915468886,0.0739787135363941,0.0904999942777784,0.0367436826452017,0.11896292128854,0.138690690655556,0.0410062024760632,0.108808332191642,0.154223092676762,0.0102643324485858,0.0925214328224945,0.988888888888889,1,0.897058823529412,0.136363636363636,0.560531623789539,0.0876525859006056,0.757081695510322,0.67142733012585,0.0831408078696278,0.9619825708061
"113",139,"Netherlands Antilles",2011,0.79443279094189,0.857055607472058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"114",140,"New Caledonia",2011,0.838619799137127,0.780358595674343,NA,NA,0.0641572655734552,0.143204336843904,0.212055125590759,0.0865496252058758,0.255933336936439,0.248510394202806,0.158254297081161,0.214720035703429,0.443921085450606,0.116129537300621,0.312033476911769,NA,NA,NA,0.0340909090909091,0.643864209194267,0.229506473599088,0.754280868001913,NA,0.205042592436439,NA
"115",141,"New Zealand",2011,0.975954062861258,0.935466882892236,1,0.237197219781529,0.0554171833578213,0.0773407563756184,0.101885093764,0.0352481164012313,0.141256095325478,0.139758348346839,0.0500129261583135,0.123341442286337,0.155070386689291,0.0172495685604275,0.109933969119702,0,1,0.882352941176471,0.0340909090909091,0.617297353459832,0.0964838566109524,0.842906099737775,0.618598609890764,0.0915012623986417,0.627450980392157
"116",142,"Nicaragua",2011,0.934833949142222,0.95726901380078,1,0.0270134224417473,0.0132042757758185,0.0216616113027834,0.038977965101514,0.000152415397101513,0.0207353499495389,0.0268060437796931,0.0200839141504753,0.0333097304402713,0.029059710574134,0.012469947484022,0.0305382350171705,1,0.222222222222222,0.294117647058824,0.0568181818181818,0.654456189753888,0.0216444183490508,0.848853050898964,0.513506711220874,0.0224544726338657,0.505446623093682
"117",144,"Nigeria",2011,0.850028743365462,0.873930152062341,1,0.0345579747760867,0.0500388637845709,0.0500526984342408,0.117398767835359,0.0108736910775215,0.0695272101079801,0.15560263691488,0.0458524367075579,0.0682760316039348,0.0526348909756333,0.155304791863093,0.0593832151146444,0.544444444444445,0.588888888888889,0.441176470588235,0.204545454545455,0.633995195785083,0.0771818630456557,0.785984697070962,0.517278987388043,0.0759041122199469,0.52483660130719
"118",145,"Norway",2011,0.934270046423787,0.846027904963169,1,0.465314310155108,0.0504632254194231,0.122743208309334,0.211180026247743,0.0693782413401956,0.199456931094815,0.215947479026579,0.0746354886666001,0.218947077942402,0.225417661115144,0.0404088846153038,0.283846907915146,1,0,0.294117647058824,0.159090909090909,0.654144835917111,0.166004833964523,0.811480929101356,0.732657155077554,0.155675011972062,0.431372549019608
"119",146,"Oman",2011,0.921840111414091,0.935740324962189,1,0.313573078112933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,0.234688029795531,NA,0.69742282205727,0.656786539056467,NA,NA
"120",147,"Pakistan",2011,0.990998503907892,0.883283922789969,1,0.0277557428709898,0.00210700188448084,0.00280243879459074,0.00403754499075953,0.00077198368354722,0.00117925601832346,0.00451342737508117,0.00145856892771017,0.00392779529610524,0.00420854153937943,0.00167368746610159,0.00462523163677609,0.333333333333333,0.222222222222222,0.588235294117647,0.102272727272727,0.626851398167396,0.00279481149287805,0.833711274955085,0.513877871435495,0.00284595251025959,0.381263616557734
"121",148,"Palau",2011,0.570627448664382,0.850955005190415,NA,0.093008030693564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0681818181818182,0.450629059981368,NA,0.624070504612055,NA,NA,NA
"122",149,"Palestine",2011,0.626145066208074,0.921582600945283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",150,"Panama",2011,0.920646437266464,0.805589673807158,1,0.119055912233905,0.0254349917733827,0.0552677025713078,0.0884019595256978,0.00236502432748356,0.0478561615948012,0.0501656422647979,0.0334439331148487,0.093675096812437,0.0639690798111893,0.0455127469365829,0.0573288275561611,1,0.222222222222222,0.588235294117647,0.181818181818182,0.492326275069213,0.0492895640522877,0.739520795380945,0.559527956116952,0.0512201060262445,0.603485838779956
"124",151,"Papua New Guinea",2011,0.874101831367201,0.938532240045992,NA,0.012943791137548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.102272727272727,0.386846287484631,NA,0.733160119632608,NA,NA,NA
"125",153,"Peru",2011,0.9998754778648,0.947892901071223,1,0.0731196858733651,0.090873093863239,0.112421349428671,0.180220907581101,0.00358603697174864,0.0813874570642908,0.097309695316275,0.0843172076702499,0.134386316895817,0.172218780130213,0.098105543955926,0.140242518332422,1,0.233333333333333,0.308823529411765,0.284090909090909,0.399741925951616,0.101444194542118,0.782503434962546,0.536559842936683,0.108642627928178,0.514052287581699
"126",154,"Philippines",2011,0.826112450176882,0.771954432165024,1,0.0384793142786945,0.229293896811321,0.143872859096539,0.24700452904577,0.0960798142210723,0.24684082773806,0.314534043461955,0.187378031232986,0.22039133107382,0.19713573721182,0.139716004994904,0.374458423157837,1,0.5,0.220588235294118,0.352272727272727,0.712498585379908,0.222066776636557,0.770188489240605,0.519239657139347,0.217882318004189,0.573529411764706
"127",155,"Poland",2011,0.898905989753085,0.87632402693872,1,0.164066297978357,0.025179131689948,0.0340394407599172,0.0522934627682335,0.018500922085903,0.0527261109973757,0.0691409934137092,0.0261113036892194,0.0573368458595814,0.0674006654832869,0.00982518914765975,0.04691983520807,0.444444444444444,0.444444444444444,0.588235294117647,0.136363636363636,0.575046585398121,0.0434952332356007,0.783425534029975,0.582033148989178,0.0417703546457185,0.492374727668845
"128",156,"Portugal",2011,0.969702056641316,0.995129414475974,1,0.197117909098332,0.0584631638237405,0.143604382303654,0.242245862073128,0.0804552135015748,0.22736193745716,0.236144790316499,0.111502738634851,0.223737581428684,0.393475777174436,0.056628677637659,0.297003722180808,0.855555555555556,0.733333333333333,0.823529411764706,0.431818181818182,0.490613715465018,0.203288804791459,0.81848172886077,0.598558954549166,0.188238531502927,0.804139433551198
"129",157,"Qatar",2011,0.81920060348965,0.775846754573889,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0227272727272727,0.304825193900682,NA,0.63329085065474,NA,NA,NA
"130",158,"Reunion",2011,0.868437288629657,0.879903973648927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",159,"Reunion",2011,0.868437288629657,0.879903973648927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",160,"Romania",2011,0.998634583876061,0.865157220125844,1,0.127395968398573,0.0102071233529496,0.0169036209373306,0.0239246741080492,0.0101231799803121,0.0302070724290108,0.03794114064151,0.0132602813207657,0.0265423205509677,0.0344767621113403,0.00403414567039848,0.025881526294363,NA,NA,NA,0.363636363636364,0.770122311738246,0.0228083036248335,0.877971371913384,0.563697984199286,0.0212274406724543,NA
"133",161,"Russian Federation",2011,0.958256225734415,0.895174360827107,1,0.164439330847946,0.0331299481063011,0.0579763966842364,0.0900571318280715,0.0437418383280652,0.10780641917604,0.123513452426946,0.0539713926961876,0.100162060136659,0.12486262156479,0.0212673796029068,0.0975158663706005,0.922222222222222,0.966666666666667,0.955882352941177,NA,NA,0.0841051287877745,NA,0.582219665423973,0.0776367733564368,0.948257080610022
"134",163,"Saint Helena",2011,0.771323296213473,0.670808401899938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",164,"Saint Kitts and Nevis",2011,0.895413837606749,0.967659086322737,NA,0.14947457046913,0.0740469995350076,0.172851075522527,0.32485651165864,0.327026139561541,0.194632882478331,0.186636490216818,0.15477851054632,0.334280854351908,0.280804946217789,0.240774885496889,0.420066559267649,NA,NA,NA,0.0113636363636364,0.00144716660415504,0.267375158517156,0.621506696844547,NA,0.24643235044122,NA
"136",165,"Saint Lucia",2011,0.566833335603522,0.990080139728457,NA,0.0743151888048192,0.205880966324372,0.172700506153693,0.24156201386845,0.283956285399036,0.169671272845332,0.20621337916496,0.133582458929584,0.300426601349525,0.219918157157983,0.159280773870944,0.297126507431842,NA,NA,NA,0.0340909090909091,0.40240431849863,0.221271929518651,0.65310593127687,NA,0.217301720226884,NA
"137",166,"Saint Vincent and the Grenadines",2011,0.881999590519067,0.76084696369411,1,0.0693219415986331,0.0517071007334144,0.0845174794968148,0.1364305307858,0.07924641467757,0.0884534964598678,0.100154722196671,0.0693837028485014,0.12529245691343,0.102218115004365,0.0556477679337248,0.135754679714611,NA,NA,NA,NA,NA,0.0945189194685927,NA,0.534660970799317,0.0935278606149791,NA
"138",167,"Samoa",2011,0.990428739809502,0.994486367076995,1,0.0378575928293794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0795454545454545,0.178913299794841,NA,0.721276135560446,0.51892879641469,NA,NA
"139",168,"Sao Tome and Principe",2011,0.966112660921455,0.822647012969372,1,0.0166501498498505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.508325074924925,NA,NA
"140",169,"Saudi Arabia",2011,0.958107869329884,0.999622201883943,1,0.350987226245934,0.0123996395021647,0.0225725466908668,0.0367009491988398,0.0344647545479919,0.0244198634124471,0.0304554110811777,0.0213646321897195,0.0283792315643412,0.0233482551121346,0.0131167808404799,0.0343776010471193,0.966666666666667,0.0333333333333333,0.573529411764706,0.204545454545455,0.611285164962912,0.0262408162244264,0.856338412058913,0.675493613122967,0.0255999695624802,0.524509803921569
"141",170,"Senegal",2011,0.887775357186214,0.69262033702658,1,0.0115497867795054,0.0667167814298727,0.118708706211197,0.249239724018971,0.0395844949179002,0.30633772306353,0.449340118596501,0.183087335296143,0.219937487879438,0.185335284047138,0.270384271524826,0.11123727586682,0.666666666666667,0.744444444444444,0.735294117647059,0.113636363636364,0.218744604319243,0.220655498899037,0.599713432844012,0.505774893389753,0.199991745713849,0.715468409586057
"142",173,"Seychelles",2011,0.851827523546953,0.460358613887012,NA,0.164338956541671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.437395379144655,NA,NA,NA
"143",174,"Sierra Leone",2011,0.970485186490793,0.987275568767779,1,0.00567414455248415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0113636363636364,0.167874641656216,NA,0.70854513230493,0.502837072276242,NA,NA
"144",175,"Singapore",2011,0.950267730517038,0.842743834072851,NA,0.55679275627096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.534090909090909,0.719616886771552,NA,0.83754281712048,NA,NA,NA
"145",177,"Slovenia",2011,0.98248935278335,0.972021716226676,1,0.208961328176791,0.0135484947521872,0.0303655887132214,0.0462055937265206,0.0243243528994495,0.0501838748391116,0.0587966487848951,0.0230919680203318,0.0485717048719147,0.0939942806905465,0.0104869393251365,0.0608236994949982,NA,NA,NA,0.306818181818182,0.736701851978278,0.046284183615798,0.897070973662768,0.604480664088395,0.0418539223743921,NA
"146",178,"Solomon Islands",2011,0.89723579993081,0.977175700668212,1,0.0101819995910122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0340909090909091,0.598981809743892,NA,0.824464436780972,0.505090999795506,NA,NA
"147",179,"Somalia",2011,0.83850063173359,0.926674123317323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",180,"South Africa",2011,0.990974797460937,0.940945294891252,1,0.0874439982531875,0.0132696548139449,0.0246109950548498,0.0431482540942562,0.0141374091475252,0.0255128021607263,0.0500682349260861,0.015317420602324,0.0394345641000704,0.0295959652702872,0.0687171567130286,0.0250174295133082,0.155555555555556,0.955555555555555,0.897058823529412,0.295454545454545,0.400109405271682,0.0334751228041695,0.777343165874624,0.543721999126594,0.0317118078542188,0.669389978213508
"149",181,"Spain",2011,0.993173424636354,0.965012106236063,1,0.239048151951718,0.0328243734040273,0.110000724206391,0.171318861702784,0.11015029865788,0.154868133231563,0.169984382781776,0.0855964693801955,0.153235548631942,0.40935325374783,0.0512667707294646,0.295803892892461,1,0.955555555555555,0.852941176470588,0.897727272727273,0.616540795220602,0.178782343756639,0.858242108697673,0.619524075975859,0.158582064487847,0.936165577342048
"150",182,"Sri Lanka",2011,0.830375363892313,0.924326768056877,1,0.0624133428913643,0.417808815705708,0.120093434114386,0.261031657152033,0.259713402374541,0.0702665021013093,0.166478112016122,0.0369136775941924,0.107359712946741,0.584848645710549,1,0.1591713240177,1,0,0,0.193181818181818,0.461903970247949,0.298093922095145,0.73886870073238,0.531206671445682,0.289425934884844,0.333333333333333
"151",183,"Saint Pierre and Miquelon",2011,0.989344222569666,0.927105438082958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",184,"Sudan",2011,0.606263053468464,0.713402640815038,NA,0.0214321615756669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"153",185,"Sudan (former)",2011,0.988264630152082,0.860966441218212,1,NA,0.000985118450839756,0.00129564679977826,0.00214038607169134,0.000892117535875266,0.00234028479718884,0.00433523163775818,0.000756827339244811,0.00195671352107862,0.00359109028907084,0.000728860947778616,0.00122447556978507,NA,NA,NA,0.0227272727272727,0.462747918384665,0.00197820020472253,0.770659663251653,NA,0.00184061390546269,NA
"154",186,"Suriname",2011,0.849771041569654,0.858788388201487,1,0.108633463745025,0.023396488535954,0.0635364971633954,0.133537370202798,0.0199888766431767,0.0704031055828673,0.059949623366385,0.0451782360932691,0.139764840624834,0.0883780681586385,0.066896968752353,0.120426900363877,NA,NA,NA,0.0568181818181818,0.303147672350365,0.0763733274481751,0.670569034040502,0.554316731872513,0.0755869977715953,NA
"155",188,"Sweden",2011,0.974904438936185,0.97726900794694,1,0.322786540554591,0.0429255628028148,0.0710538811582382,0.112076762179567,0.032725390278487,0.118857348472386,0.147499247148447,0.0557008122564491,0.117029585573946,0.18156986026416,0.0208265610511961,0.198936922188836,0.255555555555556,0.511111111111111,0.705882352941177,0.102272727272727,0.528664313267613,0.109143215904238,0.826945920050246,0.661393270277295,0.0999274484885933,0.490849673202614
