"","country","species","area","year","value","value.kg","relative.value","production","native","fishmeal","intensity","hatchery","habitat","waste","ecol.score","msi"
"7070","United States of America","Northern white shrimp","Atlantic, Western Central",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7071","United States of America","Olympia oyster","Pacific, Northeast",2006,0.12,0.12,1.67620602499684e-07,1,NA,NA,NA,NA,NA,NA,NA,NA
"7072","United States of America","Pacific cupped oyster","Pacific, Northeast",2006,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7073","United States of America","Pacific geoduck","Pacific, Northeast",2006,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7074","United States of America","Pacific horse clam","Pacific, Northeast",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7075","United States of America","Pacific littleneck clam","Pacific, Northeast",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7076","United States of America","Rainbow trout","Pacific, Northeast",2006,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7077","United States of America","Red drum","Atlantic, Western Central",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7078","United States of America","Sand gaper","Atlantic, Northwest",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7079","United States of America","Scallops nei","Pacific, Northeast",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7080","United States of America","Whiteleg shrimp","Atlantic, Western Central",2006,1444,NA,0.00201703458341287,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7081","Venezuela, Boliv Rep of","Atlantic spadefish","Atlantic, Western Central",2006,770,NA,0.14309634472467,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7082","Venezuela, Boliv Rep of","Blue shrimp","Atlantic, Western Central",2006,4572,0.45,0.849657776728818,10160,NA,NA,NA,NA,NA,NA,NA,NA
"7083","Venezuela, Boliv Rep of","Elkhorn sea moss","Atlantic, Western Central",2006,1.26,1.26,0.000234157655004005,1,NA,NA,NA,NA,NA,NA,NA,NA
"7084","Venezuela, Boliv Rep of","Giant river prawn","Atlantic, Western Central",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7085","Venezuela, Boliv Rep of","South American rock mussel","Atlantic, Western Central",2006,37.73,9.4325,0.00701172089150881,4,NA,NA,NA,NA,NA,NA,NA,NA
"7086","Venezuela, Boliv Rep of","Spiny eucheuma","Atlantic, Western Central",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7087","Viet Nam","Cobia","Pacific, Western Central",2006,2.6,2.6,6.35067344006698e-05,1,NA,NA,NA,NA,NA,NA,NA,NA
"7088","Viet Nam","Elkhorn sea moss","Pacific, Western Central",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7089","Viet Nam","Gracilaria seaweeds","Pacific, Western Central",2006,11287.5,21.5,0.275704717133677,525,10,10,10,5,7,10,8.7,7.9
"7090","Viet Nam","Marine fishes nei","Pacific, Western Central",2006,29427.84,5.24,0.718794622640542,5616,NA,NA,NA,NA,NA,NA,NA,NA
"7091","Viet Nam","Marine molluscs nei","Pacific, Western Central",2006,222.6,3.71,0.00543715349138043,60,NA,NA,NA,NA,NA,NA,NA,NA
"7092","Viet Nam","Tropical spiny lobsters nei","Pacific, Western Central",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7093","Yugoslavia SFR","European flat oyster","Mediterranean and Black Sea",2006,333.2,0.85,0.00489474606595068,392,NA,NA,NA,NA,NA,NA,NA,NA
"7094","Yugoslavia SFR","European seabass","Mediterranean and Black Sea",2006,226.61,1.37339393939394,0.00332892678873074,165,NA,NA,NA,NA,NA,NA,NA,NA
"7095","Yugoslavia SFR","Gilthead seabream","Mediterranean and Black Sea",2006,67500,2.5,0.991582711439589,27000,NA,NA,NA,NA,NA,NA,NA,NA
"7096","Yugoslavia SFR","Mediterranean mussel","Mediterranean and Black Sea",2006,13.18,NA,0.000193615705729982,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7097","Zanzibar","Elkhorn sea moss","Indian Ocean, Western",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7098","Zanzibar","Spiny eucheuma","Indian Ocean, Western",2006,1.8,0.9,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"7099","Albania","European seabass","Mediterranean and Black Sea",2007,512.14,6.09690476190476,0.201037888423069,84,NA,NA,NA,NA,NA,NA,NA,NA
"7100","Albania","Gilthead seabream","Mediterranean and Black Sea",2007,2005.34,4.988407960199,0.787185767896117,402,NA,NA,NA,NA,NA,NA,NA,NA
"7101","Albania","Kuruma prawn","Mediterranean and Black Sea",2007,30,10,0.011776343680814,3,NA,NA,NA,NA,NA,NA,NA,NA
"7102","Argentina","Blue mussel","Atlantic, Southwest",2007,9.1,0.7,0.0336912254720474,13,10,10,7,5,7,10,8.2,7.1
"7103","Argentina","Longrayed whiptail","Atlantic, Southwest",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7104","Argentina","Pacific cupped oyster","Atlantic, Southwest",2007,240,2,0.888559792669382,120,3,10,5,7,7,10,7,6.4
"7105","Argentina","River Plata mussel","Atlantic, Southwest",2007,21,1,0.0777489818585709,21,7,10,7,5,7,10,7.7,7
"7106","Australia","Abalones nei","Indian Ocean, Eastern",2007,14652.77,31.3093376068376,0.037052847196798,468,NA,NA,NA,NA,NA,NA,NA,NA
"7107","Australia","Aquatic invertebrates nei","Indian Ocean, Eastern",2007,22205.46,19.8973655913979,0.0561515342365034,1116,NA,NA,NA,NA,NA,NA,NA,NA
"7108","Australia","Atlantic salmon","Pacific, Southwest",2007,241989.34,9.55120539943164,0.611924846856533,25336,1,1,1,3,5,3,2.3,3.7
"7109","Australia","Australian mussel","Indian Ocean, Eastern",2007,7263.28,2.26411471321696,0.0183668483152031,3208,NA,NA,NA,NA,NA,NA,NA,NA
"7110","Australia","Brown tiger prawn","Pacific, Southwest",2007,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7111","Australia","Chinook(=Spring=King) salmon","Pacific, Southwest",2007,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7112","Australia","Cupped oysters nei","Indian Ocean, Eastern",2007,31721.07,4.10894689119171,0.08021390901713,7720,5,10,7,7,9,10,8,7.1
"7113","Australia","Eastern king prawn","Pacific, Southwest",2007,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7114","Australia","Flat and cupped oysters nei","Indian Ocean, Eastern",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7115","Australia","Flat oysters nei","Pacific, Western Central",2007,NA,NA,NA,NA,5,10,7,7,7,9,7.5,7.4
"7116","Australia","Giant tiger prawn","Pacific, Western Central",2007,NA,NA,NA,NA,10,1,1,5,5,1,3.8,4.9
"7117","Australia","Marine crustaceans nei","Pacific, Southwest",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7118","Australia","Marine fishes nei","Indian Ocean, Eastern",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7119","Australia","Marine fishes nei","Pacific, Southwest",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7120","Australia","Pacific cupped oyster","Indian Ocean, Eastern",2007,17804.32,NA,0.0450222550686931,NA,1,10,10,10,7,10,8,7.2
"7121","Australia","Rainbow trout","Pacific, Southwest",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7122","Australia","Southern Australia scallop","Pacific, Southwest",2007,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7123","Australia","Southern bluefin tuna","Indian Ocean, Eastern",2007,32985.8,15.421131369799,0.0834120652316346,2139,10,1,1,1,3,1,2.8,4.1
"7124","Australia","Sydney cupped oyster","Indian Ocean, Eastern",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7125","Australia","Sydney cupped oyster","Pacific, Southwest",2007,26833.94,NA,0.0678556940775052,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7126","Bahamas","Brine shrimp","Atlantic, Western Central",2007,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7127","Bahamas","Cobia","Atlantic, Western Central",2007,240,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7128","Bahamas","Florida pompano","Atlantic, Western Central",2007,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7129","Bahamas","Red drum","Atlantic, Western Central",2007,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7130","Bahrain","Barramundi(=Giant seaperch)","Indian Ocean, Western",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7131","Bahrain","Gilthead seabream","Indian Ocean, Western",2007,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7132","Bahrain","Mangrove red snapper","Indian Ocean, Western",2007,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7133","Bahrain","Orange-spotted grouper","Indian Ocean, Western",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7134","Bahrain","Sobaity seabream","Indian Ocean, Western",2007,4.5,4.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"7135","Bahrain","White-spotted spinefoot","Indian Ocean, Western",2007,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7136","Belize","Cobia","Atlantic, Western Central",2007,1800,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7137","Belize","Eucheuma seaweeds nei","Atlantic, Western Central",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7138","Belize","Palinurid spiny lobsters nei","Atlantic, Western Central",2007,NA,NA,NA,209633,NA,NA,NA,NA,NA,NA,NA,NA
"7139","Bonaire/S.Eustatius/Saba","Cobia","Atlantic, Western Central",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7140","Bosnia and Herzegovina","Common dentex","Mediterranean and Black Sea",2007,142.5,0.000638629702331335,0.0706249690241364,223134,NA,NA,NA,NA,NA,NA,NA,NA
"7141","Bosnia and Herzegovina","European flat oyster","Mediterranean and Black Sea",2007,95.2,6.8,0.0471824354463002,14,NA,NA,NA,NA,NA,NA,NA,NA
"7142","Bosnia and Herzegovina","European seabass","Mediterranean and Black Sea",2007,800,0.0311659978962951,0.39649105417059,25669,NA,NA,NA,NA,NA,NA,NA,NA
"7143","Bosnia and Herzegovina","Gilthead seabream","Mediterranean and Black Sea",2007,910,0.177873338545739,0.451008574119046,5116,NA,NA,NA,NA,NA,NA,NA,NA
"7144","Bosnia and Herzegovina","Marine fishes nei","Mediterranean and Black Sea",2007,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA
"7145","Bosnia and Herzegovina","Mediterranean mussel","Mediterranean and Black Sea",2007,70,NA,0.0346929672399266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7146","Brazil","Cupped oysters nei","Atlantic, Southwest",2007,3601,0.0144011773692356,0.0186036131099419,250049,7,10,7,7,7,10,8,7.1
"7147","Brazil","Elkhorn sea moss","Atlantic, Southwest",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7148","Brazil","Gracilaria seaweeds","Atlantic, Southwest",2007,NA,NA,NA,309097,NA,NA,NA,NA,NA,NA,NA,NA
"7149","Brazil","Groupers nei","Atlantic, Southwest",2007,0,NA,0,NA,9,1,5,5,5,4,4.8,5.2
"7150","Brazil","Marine fishes nei","Atlantic, Southwest",2007,0,0,0,1852,NA,NA,NA,NA,NA,NA,NA,NA
"7151","Brazil","Marine molluscs nei","Atlantic, Southwest",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7152","Brazil","Mullets nei","Atlantic, Southwest",2007,0,0,0,47,NA,NA,NA,NA,NA,NA,NA,NA
"7153","Brazil","Pacific lion's paw","Atlantic, Southwest",2007,90,NA,0.000464961171867473,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7154","Brazil","Scallops nei","Atlantic, Southwest",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7155","Brazil","Snooks(=Robalos) nei","Atlantic, Southwest",2007,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7156","Brazil","South American rock mussel","Atlantic, Southwest",2007,9601.6,457.219047619048,0.0496041243089192,21,NA,NA,NA,NA,NA,NA,NA,NA
"7157","Brazil","Whiteleg shrimp","Atlantic, Southwest",2007,180271.95,261.263695652174,0.931327301409271,690,1,3,3,5,1,1,2.3,4
"7158","Bulgaria","Mediterranean mussel","Mediterranean and Black Sea",2007,777.6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7159","Cambodia","Barramundi(=Giant seaperch)","Pacific, Western Central",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7160","Cambodia","Blood cockle","Pacific, Western Central",2007,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA
"7161","Cambodia","Eucheuma seaweeds nei","Pacific, Western Central",2007,NA,NA,NA,290,NA,NA,NA,NA,NA,NA,NA,NA
"7162","Cambodia","Green mussel","Pacific, Western Central",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7163","Cambodia","Marine fishes nei","Pacific, Western Central",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7164","Cambodia","Orange-spotted grouper","Pacific, Western Central",2007,NA,NA,NA,20114,NA,NA,NA,NA,NA,NA,NA,NA
"7165","Cambodia","Snappers nei","Pacific, Western Central",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7166","Canada","American cupped oyster","Atlantic, Northwest",2007,7593.93,NA,0.010431889136652,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7167","Canada","Atlantic bluefin tuna","Atlantic, Northwest",2007,0,NA,0,NA,10,10,5,1,3,1,5,5
"7168","Canada","Atlantic cod","Atlantic, Northwest",2007,0,NA,0,NA,10,1,3,3,3,3,3.8,4.7
"7169","Canada","Atlantic salmon","Atlantic, Northwest",2007,206512.1,380.316942909761,0.283688595045936,543,NA,NA,NA,NA,NA,NA,NA,NA
"7170","Canada","Atlantic salmon","Pacific, Northeast",2007,359196.9,NA,0.493433866131116,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7171","Canada","Blue mussel","Atlantic, Northwest",2007,29427.36,313.057021276596,0.0404247809901259,94,10,10,9,8,8,10,9.2,8.2
"7172","Canada","Blue mussel","Pacific, Northeast",2007,7402.24,0.00527875516127422,0.0101685618701898,1402270,10,10,9,8,8,10,9.2,8.2
"7173","Canada","Butter clam","Atlantic, Northwest",2007,77547.11,104.510929919137,0.106527562722827,742,NA,NA,NA,NA,NA,NA,NA,NA
"7174","Canada","Chinook(=Spring=King) salmon","Pacific, Northeast",2007,9.1,2.3469607503053e-06,1.25007988147814e-05,3877355,NA,NA,NA,NA,NA,NA,NA,NA
"7175","Canada","Coho(=Silver) salmon","Pacific, Northeast",2007,7263.28,558.713846153846,0.00997767055114566,13,NA,NA,NA,NA,NA,NA,NA,NA
"7176","Canada","Japanese carpet shell","Pacific, Northeast",2007,560,0.174563591022444,0.000769279927063471,3208,NA,NA,NA,NA,NA,NA,NA,NA
"7177","Canada","Marine molluscs nei","Atlantic, Northwest",2007,2379.42,33.9917142857143,0.00326864293580958,70,NA,NA,NA,NA,NA,NA,NA,NA
"7178","Canada","Marine molluscs nei","Pacific, Northeast",2007,312.5,0.504032258064516,0.000429285673584526,620,NA,NA,NA,NA,NA,NA,NA,NA
"7179","Canada","Pacific cupped oyster","Pacific, Northeast",2007,283.8,NA,0.000389860077322523,NA,1,10,1,5,7,10,5.7,6.1
"7180","Canada","Rainbow trout","Pacific, Northeast",2007,29427.36,490.456,0.0404247809901259,60,NA,NA,NA,NA,NA,NA,NA,NA
"7181","Canada","Salmonids nei","Atlantic, Northwest",2007,38.38,0.00164777606044994,5.27231492869572e-05,23292,NA,NA,NA,NA,NA,NA,NA,NA
"7182","Canada","Scallops nei","Atlantic, Northwest",2007,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
"7183","Canada","Scallops nei","Pacific, Northeast",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7184","Channel Islands","Blue mussel","Atlantic, Northeast",2007,83.95,NA,0.000241326400035922,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7185","Channel Islands","European flat oyster","Atlantic, Northeast",2007,125.22,0.0496904761904762,0.000359962975729578,2520,NA,NA,NA,NA,NA,NA,NA,NA
"7186","Channel Islands","Great Atlantic scallop","Atlantic, Northeast",2007,0,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA
"7187","Channel Islands","Grooved carpet shell","Atlantic, Northeast",2007,13619.32,NA,0.0391507024006817,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7188","Channel Islands","Pacific cupped oyster","Atlantic, Northeast",2007,73.5,0.0864705882352941,0.000211286365725315,850,NA,NA,NA,NA,NA,NA,NA,NA
"7189","Channel Islands","Tuberculate abalone","Atlantic, Northeast",2007,328717.12,15653.1961904762,0.944944838591734,21,NA,NA,NA,NA,NA,NA,NA,NA
"7190","Channel Islands","Turbot","Atlantic, Northeast",2007,5250,NA,0.015091883266094,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7191","Chile","[Porphyra columbina]","Pacific, Southeast",2007,215241.48,1229.95131428571,0.45892670480909,175,NA,NA,NA,NA,NA,NA,NA,NA
"7192","Chile","Atlantic salmon","Pacific, Southeast",2007,0,0,0,101529,1,1,1,1,1,2,1.2,2.5
"7193","Chile","Chilean flat oyster","Pacific, Southeast",2007,7894,NA,0.0168311768148173,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7194","Chile","Chilean mussel","Pacific, Southeast",2007,0,0,0,7894,NA,NA,NA,NA,NA,NA,NA,NA
"7195","Chile","Chinook(=Spring=King) salmon","Pacific, Southeast",2007,20078.73,NA,0.0428108252909774,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7196","Chile","Cholga mussel","Pacific, Southeast",2007,NA,NA,NA,10539,NA,NA,NA,NA,NA,NA,NA,NA
"7197","Chile","Choro mussel","Pacific, Southeast",2007,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7198","Chile","Coho(=Silver) salmon","Pacific, Southeast",2007,584.1,NA,0.00124538768400491,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7199","Chile","Giant kelp","Pacific, Southeast",2007,4.8,0.0073959938366718,1.02343107057414e-05,649,NA,NA,NA,NA,NA,NA,NA,NA
"7200","Chile","Gracilaria seaweeds","Pacific, Southeast",2007,NA,NA,NA,1,10,10,10,7,10,10,9.5,8.4
"7201","Chile","Japanese abalone","Pacific, Southeast",2007,103193.41,NA,0.220023629317701,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7202","Chile","Masu(=Cherry) salmon","Pacific, Southeast",2007,NA,NA,NA,448667,NA,NA,NA,NA,NA,NA,NA,NA
"7203","Chile","Pacific cupped oyster","Pacific, Southeast",2007,120458.32,NA,0.256834973744089,NA,1,10,7,5,7,1,5.2,5.6
"7204","Chile","Peruvian calico scallop","Pacific, Southeast",2007,NA,NA,NA,56700,NA,NA,NA,NA,NA,NA,NA,NA
"7205","Chile","Rainbow trout","Pacific, Southeast",2007,1052.7,NA,0.00224451226665292,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7206","Chile","Red abalone","Pacific, Southeast",2007,240,0.252897787144363,0.000511715535287072,949,NA,NA,NA,NA,NA,NA,NA,NA
"7207","Chile","Yellowtail amberjack","Pacific, Southeast",2007,263.04,NA,0.000560840226674631,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7208","China","Abalones nei","Pacific, Northwest",2007,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
"7209","China","Amberjacks nei","Pacific, Northwest",2007,37425.7,NA,0.0942943071717737,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7210","China","Aquatic invertebrates nei","Pacific, Northwest",2007,600,0.186857676736219,0.00151170410448072,3211,NA,NA,NA,NA,NA,NA,NA,NA
"7211","China","Blood cockle","Pacific, Northwest",2007,27406.3,NA,0.0690503603310501,NA,10,10,7,3,5,7,7,7
"7212","China","Bright green nori","Pacific, Northwest",2007,9.2,0.00035583059369561,2.31794629353711e-05,25855,NA,NA,NA,NA,NA,NA,NA,NA
"7213","China","Cobia","Pacific, Northwest",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7214","China","Constricted tagelus","Pacific, Northwest",2007,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7215","China","Cupped oysters nei","Pacific, Northwest",2007,6.47,NA,1.63012092599838e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7216","China","Eucheuma seaweeds nei","Pacific, Northwest",2007,66997.96,33498.98,0.168801818539726,2,NA,NA,NA,NA,NA,NA,NA,NA
"7217","China","Fusiform sargassum","Pacific, Northwest",2007,186.44,0.0266228759103241,0.000469736855398977,7003,NA,NA,NA,NA,NA,NA,NA,NA
"7218","China","Gracilaria seaweeds","Pacific, Northwest",2007,16172.87,NA,0.0407476566003886,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7219","China","Groupers nei","Pacific, Northwest",2007,NA,NA,NA,2187,9,1,5,5,5,4,4.8,5.3
"7220","China","Indo-Pacific swamp crab","Pacific, Northwest",2007,330,NA,0.000831437257464398,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7221","China","Japanese carpet shell","Pacific, Northwest",2007,0,0,0,55,NA,NA,NA,NA,NA,NA,NA,NA
"7222","China","Japanese isinglass","Pacific, Northwest",2007,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7223","China","Japanese kelp","Pacific, Northwest",2007,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7224","China","Japanese sea cucumber","Pacific, Northwest",2007,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7225","China","Japanese seabass","Pacific, Northwest",2007,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7226","China","Jellyfishes nei","Pacific, Northwest",2007,268.14,NA,0.000675580564292435,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7227","China","Large yellow croaker","Pacific, Northwest",2007,0,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA
"7228","China","Lefteye flounders nei","Pacific, Northwest",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7229","China","Marine crabs nei","Pacific, Northwest",2007,19277.2,NA,0.048569037271493,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7230","China","Marine fishes nei","Pacific, Northwest",2007,6593.03,2.18674295190713,0.0166111841866076,3015,NA,NA,NA,NA,NA,NA,NA,NA
"7231","China","Marine molluscs nei","Pacific, Northwest",2007,0,0,0,1097,NA,NA,NA,NA,NA,NA,NA,NA
"7232","China","Nori nei","Pacific, Northwest",2007,381.62,NA,0.000961494200586556,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7233","China","Pearl oyster shells nei","Pacific, Northwest",2007,NA,NA,NA,211,NA,NA,NA,NA,NA,NA,NA,NA
"7234","China","Pen shells nei","Pacific, Northwest",2007,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7235","China","Porgies, seabreams nei","Pacific, Northwest",2007,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7236","China","Portunus swimcrabs nei","Pacific, Northwest",2007,12565.3,NA,0.0316583593067194,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7237","China","Red drum","Pacific, Northwest",2007,0,0,0,1930,1,1,2,5,4,5,3,4.4
"7238","China","Righteye flounders nei","Pacific, Northwest",2007,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7239","China","Scallops nei","Pacific, Northwest",2007,174330.2,NA,0.439226131458242,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7240","China","Sea mussels nei","Pacific, Northwest",2007,0,0,0,4350,NA,NA,NA,NA,NA,NA,NA,NA
"7241","China","Sea snails","Pacific, Northwest",2007,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7242","China","Sea urchins nei","Pacific, Northwest",2007,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7243","China","Seaweeds nei","Pacific, Northwest",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7244","China","Snubnose pompano","Pacific, Northwest",2007,26684.64,NA,0.0672321330243175,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7245","China","Tiger pufferfish","Pacific, Northwest",2007,NA,NA,NA,783,NA,NA,NA,NA,NA,NA,NA,NA
"7246","China","Turbot","Pacific, Northwest",2007,5868,NA,0.0147844661418215,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7247","China","Wakame","Pacific, Northwest",2007,1800,1.22699386503067,0.00453511231344217,1467,NA,NA,NA,NA,NA,NA,NA,NA
"7248","China, Hong Kong SAR","Areolate grouper","Pacific, Northwest",2007,353.34,NA,0.00125181298366085,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7249","China, Hong Kong SAR","Barramundi(=Giant seaperch)","Pacific, Northwest",2007,175875.02,NA,0.623090036615193,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7250","China, Hong Kong SAR","Cupped oysters nei","Pacific, Northwest",2007,1444,0.0431044776119403,0.0051158033293889,33500,NA,NA,NA,NA,NA,NA,NA,NA
"7251","China, Hong Kong SAR","Goldlined seabream","Pacific, Northwest",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7252","China, Hong Kong SAR","Greasy grouper","Pacific, Northwest",2007,89935.01,NA,0.318621761486582,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7253","China, Hong Kong SAR","Hong Kong grouper","Pacific, Northwest",2007,206.24,0.0114660588202591,0.000730667090480032,17987,NA,NA,NA,NA,NA,NA,NA,NA
"7254","China, Hong Kong SAR","Mangrove red snapper","Pacific, Northwest",2007,11840,1184,0.0419467530609173,10,NA,NA,NA,NA,NA,NA,NA,NA
"7255","China, Hong Kong SAR","Marine fishes nei","Pacific, Northwest",2007,240,0.101351351351351,0.00085027202150508,2368,NA,NA,NA,NA,NA,NA,NA,NA
"7256","China, Hong Kong SAR","Orange-spotted grouper","Pacific, Northwest",2007,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7257","China, Hong Kong SAR","Russell's snapper","Pacific, Northwest",2007,2005.34,NA,0.00710451873168749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7258","China, Hong Kong SAR","Silver seabream","Pacific, Northwest",2007,NA,NA,NA,402,NA,NA,NA,NA,NA,NA,NA,NA
"7259","China, Hong Kong SAR","Snappers nei","Pacific, Northwest",2007,21,NA,7.43988018816945e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7260","China, Hong Kong SAR","Snubnose pompano","Pacific, Northwest",2007,342.66,48.9514285714286,0.00121397587870388,7,NA,NA,NA,NA,NA,NA,NA,NA
"7261","Colombia","Cobia","Atlantic, Western Central",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7262","Colombia","Cupped oysters nei","Atlantic, Western Central",2007,NA,NA,NA,NA,5,10,7,7,7,10,7.7,6.9
"7263","Colombia","Tarpon","Atlantic, Western Central",2007,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
