"country","calories_percentseafood","protein_percentseafood","polyunsatFA_percentseafood","vitaminA_percentseafood","zinc_percentseafood","iron_percentseafood","calories_percentseafood_norm","protein_percentseafood_norm","polyunsatFA_percentseafood_norm","vitaminA_percentseafood_norm","zinc_percentseafood_norm","iron_percentseafood_norm","mean_reliance"
"Ecuador",0.00300825758619689,0.0197956133130138,0.00254661810136812,4.128797319275e-05,0.00572232064741907,0.00335784705458551,0.177241789232517,0.180199274299164,0.126961176692343,0.00232226475942194,0.153112669501483,0.0934624301190384,0.122216600767328
"French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paraguay",0.000272544838054598,0.00189151755809335,0.000171330811863122,8.18076345572132e-05,0.000387221864434069,0.000355688863353874,0.0160579117175779,0.0172184658238637,0.00854166608888483,0.00460131539751252,0.0103609316929107,0.0099002560256382,0.0111134244577313
"Peru",0.0133148164236441,0.0812615490792557,0.0191913049633119,0.000599831079757714,0.0182384734868097,0.0178300068729458,0.784487969732897,0.739723086168852,0.956778976437294,0.0337378289707849,0.488008543257178,0.496281023017106,0.583169571264019
"Suriname",0.00752860699205535,0.0602254012806455,0.00495887756758292,0.00330860898404776,0.015662455567607,0.00915129869844051,0.443573642038841,0.548231238585252,0.247223928360266,0.186094531947384,0.419081790529563,0.254717561937026,0.349820448899722
"Uruguay",0.002108266036426,0.0117571997070199,0.00217188595165317,0.000502120986048246,0.00257990994618736,0.00274469636644376,0.12421570752081,0.107025673895262,0.108278974344569,0.0282420710123594,0.0690308920581613,0.0763959728292014,0.0855315486100607
"Venezuela (Bolivarian Republic of)",0.00560825583060557,0.0349291143508616,0.00410832881758133,0.000463740650353681,0.00988775386095871,0.00773634311248362,0.330429582377248,0.317959386173699,0.204819976987899,0.0260833479231398,0.264567556120402,0.215333639612915,0.226532248199217
"American Samoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fiji",0.0205216831632031,0.127946481309594,0.0324263847003028,0.0336010089996257,0.024702290507926,0.0191438677996111,1,1,1,1,0.660961500676406,0.532851073126118,0.865635428967087
"French Polynesia",0.0270611616547665,0.148590759602956,0.0220810975710989,0.0366117096966527,0.0568836212078708,0.0497549686885452,1,1,1,1,1,1,1
"Guam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kiribati",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Micronesia (Federated States of)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Caledonia",0.0169584149334491,0.0956064195665332,0.013556298837599,0.014300503515876,0.0405711823997356,0.0459550656902072,0.999163043465264,0.870304301857863,0.675846783265212,0.804339685115371,1,1,0.891608968950618
"Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern Mariana Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Papua New Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solomon Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tokelau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tonga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tuvalu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vanuatu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wallis and Futuna Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania",0.00265180467544147,0.0136488145057691,0.00455342473143139,0.0025269328844801,0.0051176070074712,0.00291193782097339,0.156240146298309,0.124245024899865,0.227010151844898,0.142128729827867,0.136932290001404,0.0810509772123333,0.144601220014113
"Andorra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia",0.0074199568510538,0.0429036442869019,0.0048326488740451,0.00676092487329284,0.0208062835122941,0.0242347466731698,0.437172147206803,0.39055145415508,0.240930820078624,0.380271937812249,0.556715676603841,0.674550770351667,0.446698801034711
"Austria",0.00333500457729566,0.0226379418370004,0.00261030659973681,0.00312182230716916,0.00886422672091184,0.0100633976476215,0.196493206263564,0.206072963042391,0.130136355055488,0.175588612579056,0.237180944573131,0.280104955381007,0.20426283948244
"Belarus",0.00605925534799648,0.0322393336542872,0.00580893159965568,0.00433398437156792,0.00752593210414511,0.00881296699683531,0.357001762157379,0.293474338810809,0.289603215661353,0.243767334545377,0.201372070170919,0.245300425746993,0.271753191182138
"Belgium",0.00592637697557221,0.0405137655029418,0.00396981943120071,0.00309320874115638,0.0235750445921842,0.0279125916870416,0.349172778167827,0.368796410968342,0.197914617025065,0.173979226822031,0.63079967613382,0.776920034648036,0.41626379062752
"Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia and Herzegovina",0.00207533697889262,0.0124956905485262,0.00252655110712112,0.00139342717354287,0.00426092353628999,0.00466556571744838,0.122275579420831,0.113748148799767,0.125960740387854,0.0783740777207185,0.11400993012814,0.129861516246644,0.114038332117326
"Bulgaria",0.00246073339646099,0.0142643769059869,0.00235792615418293,0.00362074557532496,0.00564303183486791,0.00656829485439663,0.144982528096718,0.129848483406108,0.117553974397609,0.203650826189902,0.150991131318056,0.182822144323683,0.154974847955346
"Canada",0.00627309040013736,0.0405760361626096,0.00373339721981714,0.00574657317891114,0.0237525637041641,0.0158919016044281,0.369600585946931,0.369363260174014,0.186127831194343,0.323219168897542,0.63554957163907,0.442335734480271,0.387699358722029
"Croatia",0.00894172508275807,0.0541100897123404,0.00922783373207365,0.0118093201514234,0.0199081629207793,0.0260209765184118,0.526832329706485,0.492563617213935,0.46005195216195,0.664221706702657,0.532684579820912,0.724268753146473,0.566770489792069
"Cyprus",0.00646405616811346,0.0381796997236925,0.00411038537147632,0.0080407609392053,0.0182405011089934,0.0148231101531439,0.380851987606666,0.347549433017387,0.204922506103788,0.452257021212458,0.488062796533849,0.41258695655691,0.381038450171843
"Czech Republic",0.00273165592166659,0.0175303539558228,0.00243044436801998,0.00324067558181245,0.00545378142892706,0.0063361434305767,0.160944855701628,0.159578640534973,0.121169356600159,0.182273580377245,0.145927340481569,0.17636043362838,0.157709034553992
"Denmark",0.00831728344227761,0.0404459378951138,0.0114338655535644,0.00526198361822643,0.0159208049499798,0.0182584447453038,0.490041213766854,0.36817897691794,0.570033262562104,0.295963162546534,0.42599446915008,0.508206177455253,0.443069543733127
"Estonia",0.00420203964295214,0.0245000428302632,0.00560880291270942,0.00229701583000978,0.0075163385974666,0.00611258235257488,0.247577543944423,0.223023650164427,0.279625836810971,0.129196918651428,0.201115375814218,0.170137826913298,0.208446192049794
"Faroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Finland",0.0120818132304481,0.0557341839657486,0.017323195804842,0.00764867692923441,0.0185170988265658,0.0238167921807403,0.711841367562187,0.50734773131184,0.863644738201234,0.430204040436736,0.495463747568397,0.662917410670116,0.611903172625085
"France",0.010702939711673,0.0591781482842488,0.00731881808260407,0.00882414488080934,0.0339309808222426,0.0495372348083291,0.630600316026436,0.538698104805849,0.364878328346685,0.496318881846576,0.907894431753033,1,0.65639834379643
"Germany",0.00312731026430925,0.0212123170713059,0.00244270534224557,0.00266248452209767,0.00795811793281145,0.00750349935982531,0.184256185133446,0.193095514749229,0.121780625213321,0.149752906235162,0.212936106866007,0.208852658612973,0.178445666135023
"Gibraltar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greece",0.00526437838732166,0.0287957979041527,0.00423342478204353,0.00515526131293923,0.0123111297534961,0.0135397247650058,0.310168866139382,0.26212786657044,0.211056613269976,0.289960507791462,0.329410051844457,0.376865163632825,0.29659817820809
"Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hungary",0.00112069191996377,0.00782854961207543,0.000776051200681128,0.0012504381389115,0.00248188517403976,0.00250146638054363,0.0660293992057776,0.0712632105206657,0.0386898897636237,0.0703315808280277,0.0664080340490487,0.069625901056873,0.0637246692373361
"Iceland",0.0420178558705841,0.193388009239112,0.0453689530462737,0.021210659297087,0.0865662321262195,0.0704331006512499,1,1,1,1,1,1,1
"Ireland",0.00640742564681433,0.0346542782293076,0.00703056183517559,0.00448661678870785,0.0137342037953795,0.0178755039906197,0.377515406668158,0.315457555648314,0.350507366189941,0.252352228790844,0.367487377264749,0.497547391351365,0.360144554318895
"Israel",0.0056380666675595,0.0339695982586796,0.00323342718813309,0.00536368847296119,0.00912588548890766,0.00821362839797841,0.33218598984198,0.309224920574904,0.16120191729331,0.30168360803583,0.244182172734713,0.228618414624179,0.262849503850819
"Italy",0.00671125449478192,0.0404849823954957,0.00422587533045444,0.00772102537561267,0.0209204471260118,0.0276459794927145,0.395416522876198,0.368534398622887,0.210680236750615,0.434273318592843,0.559770363108369,0.769499141684149,0.45636233027251
"Japan",0.0244060502507056,0.125866208333548,0.0167807365897755,0.0224757859716877,0.0710612054922039,0.0834490441216672,1,1,0.836600533883575,1,1,1,0.972766755647263
"Latvia",0.0111763917442992,0.0642745662311473,0.0107469361331657,0.00720419334733528,0.0186013784491247,0.0217814523650899,0.658495362568819,0.585090747510816,0.535786522749976,0.405203816919656,0.497718825322628,0.606265692412447,0.548093494580724
"Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",0.0191311011481863,0.0859842926892681,0.0266144483884522,0.0119753799630885,0.0261515112615008,0.039288250917174,1,0.782714175041344,1,0.673561832137873,0.699738436110262,1,0.859335740548246
"Luxembourg",0.00859082494546618,0.0482701491437404,0.00827082225193236,0.00743574254230877,0.0244478878265064,0.0277570438585862,0.506157847421151,0.439402695358579,0.41234032097487,0.418227428736326,0.654154424302932,0.772590511054241,0.53381220464135
"Malta",0.0131528568534223,0.070724811774627,0.0145217588649827,0.0173249497773468,0.0309573523453193,0.0385254884044169,0.774945567466164,0.643807269581003,0.723979615219954,0.974451328450104,0.82832877609326,1,0.824252092801747
"Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montenegro",0.00347423447265548,0.0193296189503614,0.00334328966521106,0.00409645619397629,0.00714844096475966,0.00937425538553072,0.204696411960264,0.175957332175438,0.166679090865846,0.230407431563081,0.19127150439949,0.260923346014738,0.204989186163143
"Netherlands",0.00876458968537052,0.0408322557661055,0.0103275235981496,0.00607551081450538,0.012034764206482,0.0159671965393576,0.516395791654213,0.371695624717669,0.514876788017252,0.341720447117763,0.322015313019282,0.444431496282333,0.418522576801419
"New Zealand",0.00916253462129589,0.0459625150391653,0.0117128073244027,0.00582853209467266,0.0142983824033953,0.0160549040150765,0.539842079227146,0.418396324683564,0.583939853202943,0.327828993189591,0.38258315711901,0.446872749170579,0.449910526098805
"Norway",0.0145365531619676,0.0952120896739895,0.0106678992445282,0.0114648076072032,0.0369069465126575,0.0233368492657062,0.856470770163665,0.866714720704339,0.53184615321513,0.644844409181018,0.987522624453099,0.649558663107077,0.756159556804055
"Poland",0.00403721623898781,0.0236159462823465,0.00533487976368581,0.00306288747532338,0.00610658714105974,0.00697983873695318,0.237866409113391,0.21497572793914,0.265969448636935,0.172273790549431,0.163394524061282,0.194277070870094,0.208126161861712
"Portugal",0.0170057660849625,0.109210718977946,0.0123552769212889,0.0132940684426201,0.0386173243254873,0.0407332578003623,1,0.994144106289358,0.615970056697493,0.747732190909799,1,1,0.892974392316108
"Republic of Moldova",0.00584380415601502,0.0389791965555983,0.00536183729100281,0.00724893637510888,0.011564910138565,0.00876125038548036,0.344307717959073,0.354827244855588,0.267313411199301,0.407720413124158,0.30944338371865,0.243860943812235,0.321245519111501
"Romania",0.00200895125574947,0.0108326375169933,0.00217692578116922,0.00167938017397366,0.00337162137075815,0.00357174578548572,0.118364237385702,0.0986093933257834,0.10853023411742,0.09445766149586,0.0902147887951486,0.0994160947333964,0.101598734975552
"Russian Federation",0.00687049077368583,0.0406326966135279,0.00701189660225723,0.00723119158332852,0.0126840374833418,0.0129279697519483,0.404798473116482,0.369879039704332,0.349576814438472,0.406722347551347,0.33938797889756,0.359837553611166,0.37170036788656
"Saint Pierre and Miquelon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Serbia",0.00226119341223819,0.0136683136994969,0.00259117669794643,0.00325810215956591,0.00375836255764796,0.00395369642891262,0.13322594714788,0.12442252586958,0.129182637322934,0.183253747827104,0.100562858953989,0.110047322046582,0.130115839861345
"Serbia and Montenegro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovakia",0.00311926197191,0.0211795540035863,0.00323389777662299,0.00320931015211278,0.00619178711185956,0.00586551245263584,0.183781992447402,0.192797272864346,0.161225378395854,0.180509414533704,0.165674227659593,0.16326087484187,0.174541526790462
"Slovenia",0.00360236428127753,0.0208726806431093,0.00288170149429691,0.00402457318928051,0.00791408026323086,0.00973265746877343,0.212245618064952,0.190003807666511,0.143666697568616,0.226364332430385,0.211757786816579,0.270899121895848,0.209156227407149
"Spain",0.013028300749074,0.0772501828124503,0.00694744360521683,0.0181979378969634,0.0384613474634976,0.0423768027105492,0.767606918377129,0.703207658291138,0.346363522134769,1,1,1,0.802863016467173
"Sweden",0.00841839452661837,0.0505550002957926,0.00907802648329508,0.00541192707779731,0.025868705833058,0.0187979769998496,0.495998519278864,0.460201673039697,0.452583339348842,0.304396814894681,0.692171384774556,0.523223536738664,0.488095878012551
"Switzerland",0.00398681385143678,0.026571366991756,0.00305321575015447,0.00341438401563399,0.0154176962414371,0.0169160049015707,0.234896779985844,0.241878893739727,0.152217509224078,0.192043906772171,0.412532742315678,0.470840660788084,0.28406841547093
"The former Yugoslav Republic of Macedonia",0.00244593399029692,0.015696868594067,0.00192661702954318,0.00223267442989265,0.00416120662027287,0.00338683567218536,0.144110570442515,0.142888441226557,0.0960511373789806,0.125578001215924,0.111341795267028,0.0942693002958601,0.119039874304477
"Ukraine",0.00710320336706779,0.0402410250607601,0.00765158789049637,0.00680094044317561,0.0128155812598161,0.0148275480506882,0.418509531842708,0.366313657391778,0.381468505866822,0.382522635547716,0.34290770804475,0.412710481149415,0.384072086640531
"United Kingdom",0.005607300398864,0.035317963202457,0.00424778748769724,0.00514795625098562,0.0169240394209393,0.0113223493898017,0.330373289846933,0.3214990734651,0.211772663316624,0.289549630564308,0.452838107850019,0.315146661365225,0.320196571068035
"United States of America",0.0051297400078654,0.0323642055718078,0.00192886466936191,0.00476588067936431,0.022275357639323,0.0150486277943352,0.302236185313215,0.294611046654196,0.0961631930484244,0.268059579907911,0.596023830610627,0.418864022318934,0.329326309642218
"Réunion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Côte d'Ivoire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
