"","country","species","area","year","value","value.kg","relative.value"
"16546","Indonesia","Penguin wing oyster","Pacific, Western Central",2000,NA,NA,NA
"16547","Indonesia","Red seaweeds","Pacific, Western Central",2000,520,NA,0.0390458104971658
"16548","Indonesia","Sea cucumbers nei","Pacific, Western Central",2000,NA,NA,NA
"16549","Indonesia","Tropical spiny lobsters nei","Pacific, Western Central",2000,NA,NA,NA
"16550","Ireland","Abalones nei","Atlantic, Northeast",2000,92.55,NA,7.10091804780993e-05
"16551","Ireland","Aquatic invertebrates nei","Atlantic, Northeast",2000,2620.64,30.8310588235294,0.00201069150435577
"16552","Ireland","Atlantic salmon","Atlantic, Northeast",2000,9868.56,44.6541176470588,0.00757167323715777
"16553","Ireland","Babberlocks","Atlantic, Northeast",2000,NA,NA,NA
"16554","Ireland","Blue mussel","Atlantic, Northeast",2000,NA,NA,NA
"16555","Ireland","Brown seaweeds","Atlantic, Northeast",2000,0,NA,0
"16556","Ireland","Dulse","Atlantic, Northeast",2000,118.84,NA,9.11802377959732e-05
"16557","Ireland","European flat oyster","Atlantic, Northeast",2000,NA,NA,NA
"16558","Ireland","Great Atlantic scallop","Atlantic, Northeast",2000,1694.4,NA,0.00130003193303178
"16559","Ireland","Japanese carpet shell","Atlantic, Northeast",2000,0,NA,0
"16560","Ireland","Marine molluscs nei","Atlantic, Northeast",2000,NA,NA,NA
"16561","Ireland","Pacific cupped oyster","Atlantic, Northeast",2000,0.6,NA,4.60351251073577e-07
"16562","Ireland","Rainbow trout","Atlantic, Northeast",2000,232.05,19.3375,0.000178040846352706
"16563","Ireland","Stony sea urchin","Atlantic, Northeast",2000,148813.36,4509.49575757576,0.114177360754104
"16564","Ireland","Tangle","Atlantic, Northeast",2000,0,0,0
"16565","Ireland","Turbot","Atlantic, Northeast",2000,1139911.6,NA,0.874599551955472
"16566","Israel","Cupped oysters nei","Mediterranean and Black Sea",2000,120,NA,0.00494651579793483
"16567","Israel","European seabass","Mediterranean and Black Sea",2000,10,NA,0.000412209649827902
"16568","Israel","Gilthead seabream","Mediterranean and Black Sea",2000,NA,NA,NA
"16569","Israel","Marine fishes nei","Mediterranean and Black Sea",2000,NA,NA,NA
"16570","Israel","Red drum","Mediterranean and Black Sea",2000,129.5,NA,0.00533811496527134
"16571","Israel","Striped bass, hybrid","Mediterranean and Black Sea",2000,24000,648.648648648649,0.989303159586966
"16572","Israel","Tilapias nei","Mediterranean and Black Sea",2000,NA,NA,NA
"16573","Italy","Atlantic bluefin tuna","Mediterranean and Black Sea",2000,83.05,NA,0.000355904232663403
"16574","Italy","Common sole","Mediterranean and Black Sea",2000,228445.11,8158.75392857143,0.978983522941081
"16575","Italy","Cupped oysters nei","Mediterranean and Black Sea",2000,0,NA,0
"16576","Italy","European eel","Mediterranean and Black Sea",2000,NA,NA,NA
"16577","Italy","European seabass","Mediterranean and Black Sea",2000,NA,NA,NA
"16578","Italy","Flathead grey mullet","Mediterranean and Black Sea",2000,588.35,NA,0.00252132757721268
"16579","Italy","Gilthead seabream","Mediterranean and Black Sea",2000,NA,NA,NA
"16580","Italy","Grooved carpet shell","Mediterranean and Black Sea",2000,NA,NA,NA
"16581","Italy","Japanese carpet shell","Mediterranean and Black Sea",2000,0,NA,0
"16582","Italy","Kuruma prawn","Mediterranean and Black Sea",2000,0,NA,0
"16583","Italy","Marine fishes nei","Mediterranean and Black Sea",2000,NA,NA,NA
"16584","Italy","Meagre","Mediterranean and Black Sea",2000,NA,NA,NA
"16585","Italy","Mediterranean mussel","Mediterranean and Black Sea",2000,NA,NA,NA
"16586","Italy","Porgies, seabreams nei","Mediterranean and Black Sea",2000,0,NA,0
"16587","Italy","Sharpsnout seabream","Mediterranean and Black Sea",2000,4098.18,NA,0.0175624275522758
"16588","Italy","Shi drum","Mediterranean and Black Sea",2000,NA,NA,NA
"16589","Italy","Venus clams nei","Mediterranean and Black Sea",2000,NA,NA,NA
"16590","Italy","White seabream","Mediterranean and Black Sea",2000,134.6,NA,0.000576817696766937
"16591","Jamaica","Mangrove cupped oyster","Atlantic, Western Central",2000,NA,NA,NA
"16592","Japan","Aquatic invertebrates nei","Pacific, Northwest",2000,NA,NA,NA
"16593","Japan","Bastard halibut","Pacific, Northwest",2000,NA,NA,NA
"16594","Japan","Blackhead seabream","Pacific, Northwest",2000,NA,NA,NA
"16595","Japan","Clams, etc. nei","Pacific, Northwest",2000,NA,NA,NA
"16596","Japan","Coho(=Silver) salmon","Pacific, Northwest",2000,0,NA,0
"16597","Japan","Crimson seabream","Pacific, Northwest",2000,0,NA,0
"16598","Japan","Filefishes nei","Pacific, Northwest",2000,16.71,NA,0.00178882258862219
"16599","Japan","Flathead grey mullet","Pacific, Northwest",2000,1680.21,840.105,0.179868198780903
"16600","Japan","Gazami crab","Pacific, Northwest",2000,NA,NA,NA
"16601","Japan","Japanese amberjack","Pacific, Northwest",2000,2947.5,NA,0.315532889285691
"16602","Japan","Japanese jack mackerel","Pacific, Northwest",2000,NA,NA,NA
"16603","Japan","Japanese kelp","Pacific, Northwest",2000,NA,NA,NA
"16604","Japan","Kuruma prawn","Pacific, Northwest",2000,NA,NA,NA
"16605","Japan","Laver (Nori)","Pacific, Northwest",2000,NA,NA,NA
"16606","Japan","Marine crustaceans nei","Pacific, Northwest",2000,NA,NA,NA
"16607","Japan","Marine fishes nei","Pacific, Northwest",2000,NA,NA,NA
"16608","Japan","Octopuses, etc. nei","Pacific, Northwest",2000,NA,NA,NA
"16609","Japan","Pacific bluefin tuna","Pacific, Northwest",2000,4486.36,NA,0.480269426013827
"16610","Japan","Pacific cupped oyster","Pacific, Northwest",2000,NA,NA,NA
"16611","Japan","Pearl oyster shells nei","Pacific, Northwest",2000,NA,NA,NA
"16612","Japan","Sea squirts nei","Pacific, Northwest",2000,NA,NA,NA
"16613","Japan","Seaweeds nei","Pacific, Northwest",2000,NA,NA,NA
"16614","Japan","Silver seabream","Pacific, Northwest",2000,53.06,NA,0.00568012726225574
"16615","Japan","Spiny lobsters nei","Pacific, Northwest",2000,0,0,0
"16616","Japan","Tiger pufferfish","Pacific, Northwest",2000,0,NA,0
"16617","Japan","Wakame","Pacific, Northwest",2000,157.5,NA,0.0168605360687011
"16618","Japan","White trevally","Pacific, Northwest",2000,0,0,0
"16619","Japan","Yesso scallop","Pacific, Northwest",2000,0,NA,0
"16620","Kenya","Penaeus shrimps nei","Indian Ocean, Western",2000,0,NA,NA
"16621","Kenya","Spiny eucheuma","Indian Ocean, Western",2000,0,NA,NA
"16622","Kiribati","Eucheuma seaweeds nei","Pacific, Western Central",2000,NA,NA,NA
"16623","Korea, Dem. People's Rep","Gelidium seaweeds","Pacific, Northwest",2000,0,NA,0
"16624","Korea, Dem. People's Rep","Gracilaria seaweeds","Pacific, Northwest",2000,0,NA,0
"16625","Korea, Dem. People's Rep","Japanese kelp","Pacific, Northwest",2000,NA,NA,NA
"16626","Korea, Dem. People's Rep","Japanese sea cucumber","Pacific, Northwest",2000,NA,NA,NA
"16627","Korea, Dem. People's Rep","Laver (Nori)","Pacific, Northwest",2000,1114.88,NA,0.991992027618607
"16628","Korea, Dem. People's Rep","Marine fishes nei","Pacific, Northwest",2000,0,0,0
"16629","Korea, Dem. People's Rep","Marine molluscs nei","Pacific, Northwest",2000,NA,NA,NA
"16630","Korea, Dem. People's Rep","Wakame","Pacific, Northwest",2000,NA,NA,NA
"16631","Korea, Dem. People's Rep","Yesso scallop","Pacific, Northwest",2000,9,NA,0.00800797238139303
"16632","Korea, Republic of","Abalones nei","Pacific, Northwest",2000,742.2,NA,0.00110321069689264
"16633","Korea, Republic of","Aquatic invertebrates nei","Pacific, Northwest",2000,0,0,0
"16634","Korea, Republic of","Aquatic plants nei","Pacific, Northwest",2000,NA,NA,NA
"16635","Korea, Republic of","Bastard halibut","Pacific, Northwest",2000,NA,NA,NA
"16636","Korea, Republic of","Blackhead seabream","Pacific, Northwest",2000,NA,NA,NA
"16637","Korea, Republic of","Blood cockle","Pacific, Northwest",2000,NA,NA,NA
"16638","Korea, Republic of","Brown seaweeds","Pacific, Northwest",2000,NA,NA,NA
"16639","Korea, Republic of","Dotted gizzard shad","Pacific, Northwest",2000,0,NA,0
"16640","Korea, Republic of","Filefishes, leatherjackets nei","Pacific, Northwest",2000,0,NA,0
"16641","Korea, Republic of","Flathead grey mullet","Pacific, Northwest",2000,NA,NA,NA
"16642","Korea, Republic of","Fleshy prawn","Pacific, Northwest",2000,0,NA,0
"16643","Korea, Republic of","Fragile codium","Pacific, Northwest",2000,109.65,NA,0.000162984442083371
"16644","Korea, Republic of","Globose clam","Pacific, Northwest",2000,0.6,0.1,8.91843732330346e-07
"16645","Korea, Republic of","Green laver","Pacific, Northwest",2000,40.5,40.5,6.01994519322984e-05
"16646","Korea, Republic of","Groupers nei","Pacific, Northwest",2000,4,0.444444444444444,5.94562488220231e-06
"16647","Korea, Republic of","Horned turban","Pacific, Northwest",2000,21844.17,5461.0425,0.0324693101707643
"16648","Korea, Republic of","Inflated ark","Pacific, Northwest",2000,0,0,0
"16649","Korea, Republic of","Japanese amberjack","Pacific, Northwest",2000,1848.55,NA,0.00274769621899877
"16650","Korea, Republic of","Japanese carpet shell","Pacific, Northwest",2000,613391.75,115.996927004539,0.911749312834404
"16651","Korea, Republic of","Japanese hard clam","Pacific, Northwest",2000,NA,NA,NA
"16652","Korea, Republic of","Japanese jack mackerel","Pacific, Northwest",2000,1924.71,NA,0.0028609009167559
"16653","Korea, Republic of","Japanese kelp","Pacific, Northwest",2000,1194.61,0.511391267123288,0.00177567573513192
"16654","Korea, Republic of","Japanese seabass","Pacific, Northwest",2000,73.09,0.203593314763231,0.000108641430660042
"16655","Korea, Republic of","Korean mussel","Pacific, Northwest",2000,500,125,0.000743203110275288
"16656","Korea, Republic of","Korean rockfish","Pacific, Northwest",2000,19781.08,NA,0.0294027203612086
"16657","Korea, Republic of","Kuruma prawn","Pacific, Northwest",2000,0,0,0
"16658","Korea, Republic of","Laver (Nori)","Pacific, Northwest",2000,4959.5,NA,0.00737183165082059
"16659","Korea, Republic of","Mackerels nei","Pacific, Northwest",2000,0,0,0
"16660","Korea, Republic of","Marine crustaceans nei","Pacific, Northwest",2000,169.05,NA,0.000251276971584075
"16661","Korea, Republic of","Marine fishes nei","Pacific, Northwest",2000,0,0,0
"16662","Korea, Republic of","Marine molluscs nei","Pacific, Northwest",2000,189,NA,0.000280930775684059
"16663","Korea, Republic of","Okhotsk atka mackerel","Pacific, Northwest",2000,3716.94,88.4985714285714,0.00552488273741326
"16664","Korea, Republic of","Oriental cyclina","Pacific, Northwest",2000,161.14,0.391116504854369,0.00023951949837952
"16665","Korea, Republic of","Pacific cupped oyster","Pacific, Northwest",2000,280.9,4.25606060606061,0.000417531507352657
"16666","Korea, Republic of","Porgies, seabreams nei","Pacific, Northwest",2000,60.82,0.160052631578947,9.04032263338861e-05
"16667","Korea, Republic of","Scorpionfishes nei","Pacific, Northwest",2000,0,0,0
"16668","Korea, Republic of","Sea squirts nei","Pacific, Northwest",2000,NA,NA,NA
"16669","Korea, Republic of","Silver seabream","Pacific, Northwest",2000,1771.34,NA,0.00263293079471006
"16670","Korea, Republic of","Wakame","Pacific, Northwest",2000,NA,NA,NA
"16671","Korea, Republic of","Whiteleg shrimp","Pacific, Northwest",2000,NA,NA,NA
"16672","Korea, Republic of","Yesso scallop","Pacific, Northwest",2000,NA,NA,NA
"16673","Kuwait","European seabass","Atlantic, Northeast",2000,6550.36,NA,0.0122813579082986
"16674","Kuwait","Gilthead seabream","Indian Ocean, Western",2000,526807.6,461.706923751096,0.987718642091701
"16675","Kuwait","Goldsilk seabream","Indian Ocean, Western",2000,NA,NA,NA
"16676","Kuwait","Marine fishes nei","Indian Ocean, Western",2000,NA,NA,NA
"16677","Kuwait","Orange-spotted grouper","Indian Ocean, Western",2000,0,NA,0
"16678","Kuwait","Sobaity seabream","Indian Ocean, Western",2000,0,NA,0
"16679","Libya","European seabass","Mediterranean and Black Sea",2000,0,NA,0
"16680","Libya","Gilthead seabream","Mediterranean and Black Sea",2000,3.24,NA,1
"16681","Madagascar","Brine shrimp","Indian Ocean, Western",2000,NA,NA,NA
"16682","Madagascar","Eucheuma seaweeds nei","Indian Ocean, Western",2000,0,NA,NA
"16683","Madagascar","Giant tiger prawn","Indian Ocean, Western",2000,NA,NA,NA
"16684","Madagascar","Sea cucumbers nei","Indian Ocean, Western",2000,NA,NA,NA
"16685","Malaysia","Blood cockle","Indian Ocean, Eastern",2000,NA,NA,NA
"16686","Malaysia","Blood cockle","Pacific, Western Central",2000,40,NA,0.000724865383437478
"16687","Malaysia","Cupped oysters nei","Indian Ocean, Eastern",2000,NA,NA,NA
"16688","Malaysia","Cupped oysters nei","Pacific, Western Central",2000,NA,NA,NA
"16689","Malaysia","Elkhorn sea moss","Pacific, Western Central",2000,NA,NA,NA
"16690","Malaysia","Green mussel","Indian Ocean, Eastern",2000,0,NA,0
"16691","Malaysia","Green mussel","Pacific, Western Central",2000,13258,NA,0.240256631340352
"16692","Malaysia","Sandfish","Pacific, Western Central",2000,41428.8,21.8737064413939,0.750757574933865
"16693","Malaysia","Seaweeds nei","Pacific, Western Central",2000,450.36,0.0521793534932221,0.00816125935212257
"16694","Malaysia","Spiny eucheuma","Pacific, Western Central",2000,5.5,0.203703703703704,9.96689902226533e-05
"16695","Malta","Atlantic bluefin tuna","Mediterranean and Black Sea",2000,NA,NA,NA
"16696","Malta","European eel","Mediterranean and Black Sea",2000,NA,NA,NA
"16697","Malta","European seabass","Mediterranean and Black Sea",2000,NA,NA,NA
"16698","Malta","Gilthead seabream","Mediterranean and Black Sea",2000,NA,NA,NA
"16699","Malta","Marine fishes nei","Mediterranean and Black Sea",2000,0,NA,0
"16700","Malta","Turbot","Mediterranean and Black Sea",2000,129.92,NA,1
"16701","Marshall Islands","Sixfinger threadfin","Pacific, Western Central",2000,NA,NA,NA
"16702","Martinique","Cobia","Atlantic, Western Central",2000,1500.5,NA,1
"16703","Martinique","Marine fishes nei","Atlantic, Western Central",2000,NA,NA,NA
"16704","Martinique","Red drum","Atlantic, Western Central",2000,0,NA,0
"16705","Mauritius","European seabass","Indian Ocean, Western",2000,7.09,NA,0.000437152674800954
"16706","Mauritius","Giant tiger prawn","Indian Ocean, Western",2000,51.87,4.71545454545454,0.00319818183948173
"16707","Mauritius","Goldlined seabream","Indian Ocean, Western",2000,NA,NA,NA
"16708","Mauritius","Hooded oyster","Indian Ocean, Western",2000,8.52,NA,0.000525323101453332
"16709","Mauritius","Indo-Pacific swamp crab","Indian Ocean, Western",2000,0,0,0
"16710","Mauritius","Marine fishes nei","Indian Ocean, Western",2000,NA,NA,NA
"16711","Mauritius","Red drum","Indian Ocean, Western",2000,16151.11,NA,0.995839342384264
"16712","Mauritius","Spinefeet(=Rabbitfishes) nei","Indian Ocean, Western",2000,0,0,0
"16713","Mauritius","Tilapias nei","Indian Ocean, Western",2000,NA,NA,NA
"16714","Mayotte","Cobia","Indian Ocean, Western",2000,NA,NA,NA
"16715","Mayotte","Goldlined seabream","Indian Ocean, Western",2000,NA,NA,NA
"16716","Mayotte","Mangrove red snapper","Indian Ocean, Western",2000,NA,NA,NA
"16717","Mayotte","Marine fishes nei","Indian Ocean, Western",2000,NA,NA,NA
"16718","Mayotte","Red drum","Indian Ocean, Western",2000,38.5,NA,1
"16719","Mexico","Abalones nei","Pacific, Eastern Central",2000,135.28,3.86514285714286,0.000377975178475085
"16720","Mexico","Bastard halibuts nei","Pacific, Eastern Central",2000,0,0,0
"16721","Mexico","Clams, etc. nei","Atlantic, Western Central",2000,40950,NA,0.114415165276129
"16722","Mexico","Clams, etc. nei","Pacific, Eastern Central",2000,NA,NA,NA
"16723","Mexico","Common snook","Atlantic, Western Central",2000,NA,NA,NA
"16724","Mexico","Crevalle jack","Atlantic, Western Central",2000,NA,NA,NA
"16725","Mexico","Flathead grey mullet","Pacific, Eastern Central",2000,7326.84,NA,0.0204713457765996
"16726","Mexico","Gastropods nei","Atlantic, Western Central",2000,7995.67,4.3407546145494,0.0223400709290204
"16727","Mexico","Jacks, crevalles nei","Pacific, Eastern Central",2000,1338,0.65236470014627,0.0037384002720259
"16728","Mexico","Marine fishes nei","Atlantic, Western Central",2000,3960,5.91928251121076,0.0110643236750542
"16729","Mexico","Marine fishes nei","Pacific, Eastern Central",2000,NA,NA,NA
"16730","Mexico","Mojarras(=Silver-biddies) nei","Atlantic, Western Central",2000,226025.42,NA,0.631519799411635
"16731","Mexico","Pacific bluefin tuna","Pacific, Eastern Central",2000,0,NA,0
"16732","Mexico","Pacific calico scallop","Pacific, Eastern Central",2000,1467.65,NA,0.00410064511153872
"16733","Mexico","Pacific cupped oyster","Atlantic, Western Central",2000,NA,NA,NA
"16734","Mexico","Pacific cupped oyster","Pacific, Eastern Central",2000,0,NA,0
"16735","Mexico","Red abalone","Pacific, Eastern Central",2000,NA,NA,NA
"16736","Mexico","Red drum","Atlantic, Western Central",2000,NA,NA,NA
"16737","Mexico","Sea mussels nei","Pacific, Eastern Central",2000,NA,NA,NA
"16738","Mexico","Snappers nei","Pacific, Eastern Central",2000,NA,NA,NA
"16739","Mexico","Whiteleg shrimp","Atlantic, Western Central",2000,NA,NA,NA
"16740","Mexico","Whiteleg shrimp","Pacific, Eastern Central",2000,68702.24,NA,0.191955510242742
"16741","Mexico","Yellowfin tuna","Pacific, Eastern Central",2000,6,0.000689813750287422,1.67641267803852e-05
"16742","Micronesia, Fed.States of","Clams, etc. nei","Pacific, Western Central",2000,NA,NA,NA
"16743","Micronesia, Fed.States of","Eucheuma seaweeds nei","Pacific, Western Central",2000,25,NA,1
"16744","Montenegro","European flat oyster","Mediterranean and Black Sea",2000,353.16,70.632,0.881599640530218
"16745","Montenegro","European seabass","Mediterranean and Black Sea",2000,47.43,0.439166666666667,0.118400359469782
"16746","Montenegro","Gilthead seabream","Mediterranean and Black Sea",2000,NA,NA,NA
"16747","Montenegro","Mediterranean mussel","Mediterranean and Black Sea",2000,NA,NA,NA
